FACTOR_ID	FACTOR_NAME	CORR_PVALUE	PVALUE	GENES
MA0039.2.Klf4	KLF4	2.40999904133e-06	4.57305868129e-09	AGBL4,ACVR1C,SDK1,GRIA2,SPTB,SLC5A1,GPM6A,CNTN4,NOL4,TMEM132D,KBTBD7,SIM1,GABRB3,ADAMTS2,AMER3,KCNMA1,ATRNL1,PGR,HMGCLL1,OXGR1,NECAB2,JAKMIP2,RIMBP2,UNC5D,PAX6,KCNB2,CACNA2D1,NEUROD1,CACNA1H,NALCN,ST8SIA3,PRUNE2,PCDH17,LSAMP,FOXC1
E2A-Homer	NA	3.02669884966e-06	5.75418899231e-09	ELAVL4,ROBO2,SPTB,SNAP91,SLC5A1,TMEM132D,ST18,CACNA1H,ADAMTS2,MEIS3,IGSF11,ATRNL1,PGR,FAM135B,FGF14,JAKMIP2,MTUS2,ANKS1B,CADPS,RGS17,TMEM63C,SULT4A1,TMEM61,NALCN,PCDH17,HS6ST3,SLC18A2
MA0146.1.Zfx	ZFX	3.26171197862e-06	6.21279487943e-09	ELAVL4,MEIS2,CNTN4,DSCAM,TMEM132D,ST18,KBTBD7,SIM1,ADAMTS2,AMER3,KCNMA1,MAP10,KCNK16,PGR,GLP1R,NECAB2,FAM135B,SDK1,TSHZ3,BARX2,MTUS2,PAX6,GABRB3,TMEM63C,TMEM61,CACNA1H,PDK4,FOXC1
MA0098.1.ETS1	ETS1	3.32935625313e-06	6.35374384197e-09	MYO3A,AGBL4,SDK1,GRIA2,CNTN4,TMEM132D,GAD2,KBTBD7,SIM1,ADAMTS2,AMER3,MEIS3,MAP10,GLP1R,JAKMIP2,RIMBP2,BARX2,PAX6,DACH1,GABRB3,SULT4A1,CACNA1H,PAPPA2,ROBO2,ST8SIA3,KL,PCDH17,SLC18A2
MA0003.1.TFAP2A	TFAP2A	1.22474612113e-05	2.34178510278e-08	KBTBD7,SNAP91,BARX2,SULT4A1,ADAMTS2,GRIA2,TENM3,CACNA1H,PRUNE2,GAD2,CNTN4,ATRNL1,TMEM132D,ST6GALNAC5,GABRB3,STXBP5L,FAM135B
MA0055.1.Myf	MYF5	2.89620427006e-05	5.54836423869e-08	ELAVL4,SDK1,SPTB,CNTN4,ST18,CACNA1H,SIM1,RIMBP2,ADAMTS2,CACNB2,AMER3,KCNMA1,ATRNL1,NBEA,PGR,HMGCLL1,FAM135B,JAKMIP2,NALCN,ANKS1B,ST6GALNAC5,GABRB3,PAPPA2,ROBO2,PCDH17,HS6ST3,SLC18A2,SLC17A6
UP00043_2_Bcl6b_secondary	BCL6B	3.4952737227e-05	6.70889576086e-08	ELAVL4,AGBL4,ACVR1C,SDK1,GRIA2,MEIS2,SNAP91,SLC5A1,GPM6A,CNTN4,NOL4,ST18,CACNA1H,ADAMTS2,CACNB2,RORB,NMNAT3,JAKMIP2,TSHZ3,UNC5D,BARX2,PAX6,KCNB2,CADPS,GABRB3,NEUROD1,ST8SIA3,PRUNE2,PCDH17,SLC18A2
MA0162.1.Egr1	EGR1	3.7733465974e-05	7.25657241507e-08	MYO3A,GRIA2,CNTN4,TMEM132D,DSCAM,CACNA1H,SIM1,CACNB2,PGR,OXGR1,NECAB2,SDK1,RIMBP2,TSHZ3,GABRB3,RNF180,PCDH17,PDX1,FOXC1
UP00036_1_Myf6_primary	MYF6	4.1604812866e-05	8.01650803051e-08	SDK1,SPTB,SNAP91,CNTN4,ST18,CACNA1H,SIM1,ADAMTS2,KCNMA1,IGSF11,ATRNL1,RASEF,HMGCLL1,NMNAT3,FAM135B,FGF14,JAKMIP2,KCNK16,MTUS2,ST6GALNAC5,NKX6-1,TMEM63C,SULT4A1,TMEM61,PAPPA2,NALCN,SLC18A2
UP00065_2_Zfp161_secondary	ZFP161	4.59022123502e-05	8.8616339456e-08	SIM1,NEUROD1,ACVR1C,NOL4,TSHZ3,ST8SIA3,MEIS2,SNAP91,PRUNE2,GAD2,GLP1R,ANKS1B,SLC18A2,GABRB3,NECAB2,FAM135B,PDZRN3
UP00093_1_Klf7_primary	KLF7	5.78030486379e-05	1.11807961412e-07	ACVR1C,SDK1,GRIA2,SPTB,SLC5A1,GPM6A,CNTN4,NOL4,TMEM132D,CACNA1H,SIM1,ADAMTS2,AMER3,MEIS2,PGR,HMGCLL1,OXGR1,NECAB2,JAKMIP2,TSHZ3,RTN1,UNC5D,PAX6,KCNB2,GABRB3,NEUROD1,ST8SIA3,PRUNE2,FOXC1
MA0006.1.Arnt::Ahr	ARNT::AHR	6.24193809043e-05	1.20971560625e-07	ACVR1C,GRIA2,GRIA4,MEIS2,TENM3,CNTN4,DSCAM,TMEM132D,GAD2,CACNA1H,ATRNL1,GABRB3,RIMBP2,ADAMTS2,AMER3,MEIS3,MAP10,NBEA,GLP1R,OXGR1,FAM135B,SDK1,KCNK16,TSHZ3,HMGCLL1,RTN1,FAM84A,PAX6,PDX1,NOL4,ST6GALNAC5,CACNA2D1,PDZRN3,SNAP91,TMEM63C,NEUROD1,SULT4A1,SLC17A6,PRUNE2,PDK4,SLC18A2,FOXC1
UP00102_2_Zic1_secondary	ZIC1	6.70090435344e-05	1.30118998826e-07	ELAVL4,KIAA1257,MEIS3,SPTB,SLC5A1,CNTN4,ST18,CACNA1H,ADAMTS2,CACNB2,SDK1,AMER3,KCNMA1,GLP1R,JAKMIP2,RTN1,BARX2,CADPS,GABRB3,SULT4A1,NEUROD1,TMEM61,PDK4
MA0048.1.NHLH1	NHLH1	0.000180591170514	3.51376356675e-07	CACNA1H,JAKMIP2,TMEM63C,SPTB,SULT4A1,ADAMTS2,HS6ST3,MEIS3,RTN1,UNC5D,IGSF11,BARX2,TMEM132D,ANKS1B,SLC18A2,GABRB3,FAM84A
UP00011_2_Irf6_secondary	IRF6	0.000477703232965	9.31417440544e-07	KBTBD7,CACNA1H,SIM1,GRIA2,CACNB2,SLC17A6,AMER3,DACH1,PAX6,ST6GALNAC5,PCDH20,OXGR1,FGF14
UP00099_1_Ascl2_primary	ASCL2	0.000538105832451	1.05127027428e-06	ROBO2,SPTB,TENM3,SLC5A1,CACNA1H,ADAMTS2,MEIS3,KCNMA1,PGR,HMGCLL1,FAM135B,JAKMIP2,RIMBP2,ANKS1B,ST6GALNAC5,RGS17,TMEM63C,SULT4A1,TMEM61,NALCN,PCDH17,HS6ST3,SLC18A2,FOXC1
UP00057_2_Zic2_secondary	ZIC2	0.000922409784706	1.80593861661e-06	ELAVL4,KIAA1257,SPTB,CNTN4,DSCAM,ST18,CACNA1H,ADAMTS2,CACNB2,SDK1,MEIS3,KCNMA1,GLP1R,JAKMIP2,BARX2,DACH1,GABRB3,NEUROD1,SULT4A1,TMEM61,PDK4
MA0147.1.Myc	MYC	0.00156376246718	3.06859611506e-06	ELAVL4,C2CD4A,CACNA1H,SLC17A6,FAM84A,PAX6,PDK4,CNTN4,GLP1R,TMEM132D,GABRB3,NECAB2
UP00099_2_Ascl2_secondary	ASCL2	0.00309846441592	6.09678808543e-06	ELAVL4,ACVR1C,GRIA2,MEIS2,SLC5A1,GPM6A,CNTN4,DSCAM,TMEM132D,GAD2,KBTBD7,ADAMTS2,RORB,MAP10,PGR,HMGCLL1,CACNA1H,TSHZ3,GLP1R,UNC5D,PAX6,NOL4,NEUROD1,RNF180,PRUNE2,LSAMP,HS6ST3,FOXC1
MA0104.2.Mycn	MYCN	0.00422048605375	8.32559023129e-06	ELAVL4,SDK1,C2CD4A,SLC17A6,PAX6,CACNA1H,PDK4,CNTN4,GLP1R,TMEM132D,NMNAT3,GABRB3,NECAB2,FAM135B
UP00001_1_E2F2_primary	E2F2	0.00717156472301	1.41959623649e-05	CACNA1H,GRIA2,CNTN4,DACH1,NOL4,PDZRN3,GAD2,TMEM132B
MA0145.1.Tcfcp2l1	TFCP2L1	0.00766570031651	1.52078543572e-05	CACNA1H,SDK1,SIM1,AGBL4,ADAMTS2,GRIA2,AMER3,MEIS3,KCNMA1,ATRNL1,SLC5A1,PGR,BARX2,CNTN4,NOL4,TMEM132D,FGF14,TMEM132B
UP00036_2_Myf6_secondary	MYF6	0.0195917336933	3.91798181903e-05	SLC5A1,SDK1,TMEM63C,SPTB,PGR,SULT4A1,ADAMTS2,AMER3,RNF180,FAM84A,KCNK16,PAX6,GPM6A,ANKS1B,KCNB2
MA0154.1.EBF1	EBF1	0.0196712399246	3.94184574178e-05	ELAVL4,MYO3A,SPTB,CNTN4,TMEM132D,GAD2,CACNA1H,SIM1,GABRB3,ADAMTS2,CACNB2,KCNMA1,KCNK16,PGR,GLP1R,PCDH20,FAM135B,TSHZ3,BARX2,PAX6,ANKS1B,CACNA2D1,TMEM63C,SULT4A1,SCGB2A1,RNF180
MA0004.1.Arnt	ARNT	0.0294057332326	5.93357125765e-05	ELAVL4,C2CD4A,DSCAM,TMEM132D,ST18,CACNA1H,CACNA2D1,ADAMTS2,ATRNL1,NMNAT3,NECAB2,FAM135B,SDK1,RIMBP2,GRIK2,BARX2,MTUS2,PAX6,GABRB3,PDZRN3,SULT4A1,PAPPA2,KL,SLC17A6,FOXC1
MA0104.1.Mycn	MYCN	0.0294057332326	5.93357125765e-05	ELAVL4,C2CD4A,DSCAM,TMEM132D,ST18,CACNA1H,CACNA2D1,ADAMTS2,ATRNL1,NMNAT3,NECAB2,FAM135B,SDK1,RIMBP2,GRIK2,BARX2,MTUS2,PAX6,GABRB3,PDZRN3,SULT4A1,PAPPA2,KL,SLC17A6,FOXC1
MA0112.2.ESR1	ESR1	0.0452608831153	9.24451315912e-05	ELAVL4,GRIA2,SPTB,TENM3,DSCAM,CACNA1H,CACNA2D1,ADAMTS2,CACNB2,RASEF,FAM135B,CADM1,SDK1,RIMBP2,RTN1,GABRB3,TMEM63C,NEUROD1,SCGB2A1,PRUNE2
UP00065_1_Zfp161_primary	ZFP161	0.048751611655	9.99551322676e-05	MYO3A,CACNA1H,NEUROD1,GRIA2,DACH1,GABRB3,GAD2,TMEM132B
MA0105.1.NFKB1	NFKB1	0.0549543443573	0.000113264205979	CACNA1H,SDK1,BARX2,ADAMTS2,TSHZ3,AMER3,KCNMA1,FAM84A,SNAP91,DACH1,PAX6,PGR,TMEM132D,ATRNL1,NMNAT3,ST6GALNAC5,GABRB3,FAM135B,FGF14
UP00006_1_Zic3_primary	ZIC3	0.0645990108923	0.000134087347388	CACNA1H,ATRNL1,SIM1,BARX2,SULT4A1,GRIA2,SNAP91,SLC5A1,PGR,CNTN4,TMEM132D,NMNAT3,ST6GALNAC5
MA0112.1.ESR1	ESR1	0.0721976996607	0.000150766515517	MYO3A,SDK1,BARX2,AGBL4,AMER3,ADAMTS2,MEIS3,ST8SIA3,RTN1,TMEM63C,TENM3,SULT4A1,CACNA1H,RASEF,TMEM132D,ST6GALNAC5,CADM1
UP00057_1_Zic2_primary	ZIC2	0.0860603019636	0.000181416375919	CACNA1H,ATRNL1,SIM1,BARX2,SULT4A1,ADAMTS2,GRIA2,SNAP91,SLC5A1,PGR,TMEM132D,NMNAT3,ST6GALNAC5
UP00003_1_E2F3_primary	E2F3	0.109784090261	0.000234904224803	GRIA2,CNTN4,DACH1,NOL4,PDZRN3,TMEM132B
UP00088_1_Plagl1_primary	PLAGL1	0.143340580007	0.00031313891511	ATRNL1,BARX2,ADAMTS2,CACNB2,SNAP91,CNTN4,ANKS1B,KCNB2,TMEM132B
MA0024.1.E2F1	E2F1	0.163973116793	0.00036320889075	KBTBD7,SIM1,TSHZ3,MEIS2,HS6ST3,NMNAT3,STXBP5L
UP00046_2_Tcfe2a_secondary	TCF3	0.181544769429	0.000407105282072	SPTB,RGS17,BARX2,RIMBP2,TMEM61,ADAMTS2,NALCN,PAPPA2,HMGCLL1,MEIS2,IGSF11,ATRNL1,SDK1,CACNA1H,GLP1R,TMEM132D,GABRB3,ST18,NKX6-1
UP00056_1_Rfx4_primary	RFX4	0.191566021362	0.000433014699402	JAKMIP2,SIM1,TSPYL5,MEIS3,TMEM63C,ANKS1B,GLP1R,NOL4,OXGR1,FAM135B
UP00095_2_Zfp691_secondary	ZFP691	0.268158312367	0.000636921695814	CACNA1H,SDK1,SIM1,SULT4A1,ADAMTS2,AMER3,GRIA4,KL,SNAP91,PAX6,FAM135B,RASEF,HS6ST3,NMNAT3,ST18
UP00010_1_Tcfap2b_primary	TFAP2B	0.324977088641	0.000803375783171	KBTBD7,SDK1,CACNA1H,MEIS2,FAM84A,PRUNE2,ROR1,TMEM132D,FAM135B
UP00022_1_Zfp740_primary	ZFP740	0.374916534951	0.000962385163519	CACNA1H,PAX6,ADAMTS2,GRIA2,NALCN,AMER3,KCNMA1,NEUROD1,AGBL4,CNTN4,NOL4,RTN1,OXGR1,NECAB2,GAD2,CADM1
MA0014.1.Pax5	PAX5	0.482684143984	0.00135247605917	CACNA1H,SDK1,SULT4A1,RIMBP2,KL,FOXC1,HMGCLL1,ANKS1B,NOL4,NECAB2,GAD2
MA0060.1.NFYA	NFYA	0.482684143984	0.00135247605917	CACNA1H,SIM1,RIMBP2,PAX6,SCGB2A1,TSHZ3,AMER3,UNC5D,NBEA,AGBL4,PDK4,TMEM132D,PCDH20,STXBP5L
UP00102_1_Zic1_primary	ZIC1	0.482684143984	0.00135247605917	CACNA1H,ATRNL1,SIM1,SULT4A1,SLC5A1,GRIA2,SNAP91,SCGB2A1,PAX6,PGR,TMEM132D,NMNAT3
MA0107.1.RELA	RELA	0.497456029094	0.00142062660329	CACNA1H,SDK1,SIM1,NEUROD1,ADAMTS2,AMER3,KCNMA1,GRIA4,MAP10,PAX6,ATRNL1,BARX2,HS6ST3,TMEM132D,GABRB3,CACNA2D1,ST18,TMEM132B
MA0062.2.GABPA	GABPA	0.521638790542	0.00152552084712	KBTBD7,JAKMIP2,SDK1,GRIA2,PAPPA2,KL,BARX2,PAX6,CACNA1H,GAD2
UP00087_1_Tcfap2c_primary	TFAP2C	0.615095408702	0.00197886889236	MYO3A,RGS17,BARX2,NEUROD1,SULT4A1,ADAMTS2,ST8SIA3,TENM3,CACNA1H,CNTN4,HMGCLL1,TMEM132D,ST6GALNAC5,CACNA2D1,OXGR1,GAD2
UP00070_1_Gcm1_primary	GCM1	0.720265592969	0.00264496714635	NEUROD1,HS6ST3,PAX6,PGR,PDX1,TMEM132D,NKX6-1,TMEM132B
UP00046_1_Tcfe2a_primary	TCF3	0.75066851582	0.00288950898904	SPTB,SDK1,AGBL4,CACNA1H,AMER3,RIMBP2,TSPYL5,C2CD4A,TENM3,KCNK16,MTUS2,GPM6A,ST18,GLP1R,TMEM132D,HMGCLL1,FOXC1
MA0138.2.REST	REST	0.754342829426	0.0029264368151	CACNA1H,FGF14,GABRB3,SULT4A1,ADAMTS2,NALCN,PAPPA2,HS6ST3,MEIS3,RNF180,CNTN4,GLP1R,NMNAT3,SLC18A2,CACNA2D1,OXGR1,PDZRN3
UP00028_1_Tcfap2e_primary	TFAP2E	0.854169371539	0.00401974306995	MYO3A,RGS17,BARX2,NEUROD1,SULT4A1,TMEM61,ADAMTS2,TSHZ3,HMGCLL1,ST8SIA3,KL,TENM3,CACNA1H,GLP1R,CACNA2D1,GAD2,TMEM132B
MA0028.1.ELK1	ELK1	0.859098766359	0.00409994974031	SDK1,PAPPA2,PAX6,CNTN4,DACH1,GAD2
UP00003_2_E2F3_secondary	E2F3	0.859098766359	0.00409994974031	MYO3A,SIM1,SNAP91,HMGCLL1,STXBP5L,GAD2
UP00022_2_Zfp740_secondary	ZFP740	0.869121361368	0.00427187014167	CACNA1H,SIM1,SULT4A1,ADAMTS2,SNAP91,PAX6,CNTN4,TMEM132D,ST6GALNAC5,PCDH20,STXBP5L,ROR1
MA0079.1.SP1	SP1	0.913005462181	0.00513846145379	KBTBD7,CACNA1H,SIM1,GABRB3,CNTN4,ACVR1C,ADAMTS2,GRIA2,TSHZ3,MEIS3,NOL4,SNAP91,SCGB2A1,PAX6,PRUNE2,LSAMP,HMGCLL1,SLC18A2,CACNA2D1,FAM135B
MA0058.1.MAX	MAX	0.922707951127	0.00539798750267	ELAVL4,CACNA1H,ADAMTS2,TMEM132D,NMNAT3,NECAB2
UP00002_2_Sp4_secondary	SP4	0.922707951127	0.00539798750267	SDK1,HMGCLL1,RTN1,MEIS2,PGR,KCNB2,TMEM132D,SLC18A2
UP00076_2_Rfxdc2_secondary	RFX7	0.922707951127	0.00539798750267	RIMBP2,OXGR1,PCDH17,CNTN4,NMNAT3,CADPS,STXBP5L
UP00006_2_Zic3_secondary	ZIC3	0.924855643912	0.00549197910117	CACNA1H,SDK1,NEUROD1,TMEM61,KIAA1257,MEIS3,ST8SIA3,KCNMA1,BARX2,KCNK16,PDK4,CNTN4,GLP1R,CADPS,GABRB3
MA0076.1.ELK4	ELK4	0.967773764181	0.00729728377636	SDK1,PAPPA2,KL,KCNK16,PAX6,DACH1,GAD2
UP00095_1_Zfp691_primary	ZFP691	0.972129340172	0.00762077243132	CACNA1H,BARX2,ADAMTS2,CACNB2,MEIS3,TENM3,PAX6,NOL4,ROR1,CADM1
MA0101.1.REL	REL	0.972311982291	0.00765099964972	CACNA1H,SDK1,SIM1,NEUROD1,SULT4A1,ADAMTS2,AMER3,GRIA4,ATRNL1,PAX6,PGR,PDK4,HS6ST3,TMEM132D,GABRB3,TMEM132B
UP00132_1_Evx2_2645.3	EVX2	0.980393468655	0.00840204151443	SIM1,TMEM61,ADAMTS2,UNC5D,G6PC2,ATRNL1,KCNK16,PGR,PDK4,ST18
MA0088.1.znf143	ZFP143	0.982620855224	0.00867715443759	KBTBD7,JAKMIP2,RIMBP2,PAX6,ADAMTS2,PAPPA2,AMER3,KCNMA1,SPTB,AGBL4,CACNA1H,LSAMP,TMEM132D,SDK1,ST18,PDZRN3
klf4_homer	NA	0.984196075123	0.00889874077173	SDK1,GRIA2,SPTB,TMEM132D,CACNA1H,SIM1,ADAMTS2,KCNMA1,PGR,HMGCLL1,OXGR1,JAKMIP2,RIMBP2,UNC5D,PAX6,ANKS1B,NOL4,CACNA2D1,PAPPA2,PRUNE2,SLC18A2
UP00010_2_Tcfap2b_secondary	TFAP2B	0.987084923894	0.00934988148022	RGS17,AGBL4,SDK1,PAPPA2,TENM3,GAD2,TMEM132D,CACNA2D1,FOXC1,TMEM132B
UP00035_2_Hic1_secondary	HIC1	0.987084923894	0.00934988148022	CACNA1H,RIMBP2,AMER3,MEIS3,RASEF,ANKS1B,SLC18A2,CACNA2D1
UP00068_2_Eomes_secondary	EOMES	0.987084923894	0.00934988148022	MYO3A,JAKMIP2,SULT4A1,NALCN,SNAP91,PGR,DSCAM,NMNAT3,FGF14,FOXC1,TMEM132B
MA0069.1.Pax6	PAX6	0.988869001135	0.00973065513006	SDK1,TSHZ3,MEIS3,ATRNL1,MAPK10,ROR1
UP00076_1_Rfxdc2_primary	RFX7	0.997704644813	0.0131521082638	JAKMIP2,SDK1,MEIS3,GLP1R,ANKS1B,NOL4,OXGR1,FAM135B
MA0155.1.INSM1	INSM1	0.998211011216	0.0137175014917	SPTB,CACNA1H,NEUROD1,TMEM61,NOL4,HS6ST3,RORB,KCNMA1,BARX2,SLC5A1,PCDH17,GLP1R,NMNAT3,ROR1,TMEM132B
UP00018_2_Irf4_secondary	IRF4	0.998262656894	0.0138105270584	CNTN4,AMER3,BARX2,PAX6,PDX1,ST6GALNAC5,OXGR1
MA0061.1.NF-kappaB	NFKB1	0.998799191423	0.0146390724302	CACNA1H,SDK1,SIM1,NEUROD1,ADAMTS2,AMER3,MAP10,PAX6,BARX2,TMEM132D,GABRB3,CACNA2D1,TMEM132B
MA0057.1.MZF1_5-13	MZF1	0.998852029383	0.0147684531344	ELAVL4,AGBL4,G6PC2,MAP9,GAD2,CACNA1H,SIM1,AMER3,ATRNL1,JAKMIP2,RIMBP2,RTN1,PAX6,NOL4,C1ORF168,GABRB3,PDZRN3,STXBP5L
MA0150.1.NFE2L2	NFE2L2	0.999726798137	0.0179110037233	SDK1,RIMBP2,ROBO2,ADAMTS2,TSPYL5,AMER3,C2CD4A,KCNMA1,BARX2,AGBL4,RASEF,SLC18A2,ST18,CADM1
UP00220_1_Nkx1-1_3856.3	NKX1-1	0.999792974775	0.018551306942	SIM1,ADAMTS2,UNC5D,G6PC2,ATRNL1,KCNK16,PGR,ROR1,FOXC1
MA0067.1.Pax2	PAX2	0.99984874164	0.0192731809095	CACNA1H,NEUROD1,KCNK16,SPTB,GAD2,CADM1
UP00005_1_Tcfap2a_primary	TFAP2A	0.99984874164	0.0192732717531	MYO3A,RGS17,NEUROD1,SULT4A1,ADAMTS2,ST8SIA3,TENM3,CACNA1H,CNTN4,HMGCLL1,TMEM132D,CACNA2D1,GAD2
UP00103_1_Jundm2_primary	JDP2	0.999995218279	0.0268565722152	CACNB2,SPTB,SULT4A1,GRIA4,DSCAM
UP00123_1_Hlxb9_3422.1	MNX1	0.999997423338	0.028254660756	SDK1,SIM1,TMEM61,ADAMTS2,MEIS2,G6PC2,ATRNL1,ST18,PDK4,PGR,FOXC1
UP00201_1_Emx2_3420.1	EMX2	0.999997423338	0.0282642816949	TMEM61,ADAMTS2,MEIS2,UNC5D,G6PC2,ATRNL1,PDK4,DACH1,ST18,FGF14
UP00230_1_Dlx5_3419.2	DLX5	0.999997423338	0.0282642816949	CACNA1H,SDK1,SIM1,TMEM61,G6PC2,ST18,PDK4,PGR,FOXC1
MA0130.1.ZNF354C	ZFP354C	0.999998919069	0.0303324417838	MYO3A,AGBL4,GRIA2,MEIS3,GRIA4,G6PC2,TENM3,GPM6A,CNTN4,DSCAM,MAP9,ST18,CACNA1H,SIM1,ADAMTS2,CACNB2,AMER3,KCNMA1,IGSF11,ATRNL1,NBEA,PGR,RASEF,GLP1R,OXGR1,PDZRN3,FAM135B,CADM1,SDK1,RIMBP2,TSHZ3,RTN1,PAX6,NOL4,CACNA2D1,NKX6-1,TMEM63C,MTUS2,SULT4A1,SCGB2A1,ROBO2,RNF180,KL,MEIS2,LSAMP,SLC18A2,STXBP5L,FOXC1
UP00162_1_Evx1_3952.2	EVX1	0.999999951328	0.0371316274217	CACNA1H,TMEM61,ADAMTS2,MEIS2,UNC5D,G6PC2,ATRNL1,GRIA4,PDK4,DACH1,ST18,FGF14
