FACTOR1	P-VALUE	CORR.P-VALUE	A	B	C	D	PERCENT	BACK.PER.	GENES
Ash2l_hand	2.09759693784e-09	1.1075305959e-06	33.0	261.0	19.0	863.0	11.22	2.15	AGBL4,SDK1,ANKS1B,CNTN4,NOL4,TMEM132D,CACNA1H,SIM1,ASB4,ADAMTS2,AMER3,GMDS,OXGR1,PCDH20,FAM135B,FGF14,JAKMIP2,C1QTNF8,PAX6,DACH1,KCNB2,GABRB3,TMEM63C,PDK4,HS6ST3,FOXC1
MA0039.2.Klf4	4.57305868129e-09	2.40999904133e-06	48.0	246.0	44.0	838.0	16.33	4.99	AGBL4,ACVR1C,SDK1,GRIA2,SPTB,SLC5A1,GPM6A,CNTN4,NOL4,TMEM132D,KBTBD7,SIM1,GABRB3,ADAMTS2,AMER3,KCNMA1,ATRNL1,GMDS,PGR,HMGCLL1,OXGR1,NECAB2,JAKMIP2,RIMBP2,UNC5D,DKFZP686K1684,PAX6,KCNB2,CACNA2D1,C1QTNF8,NEUROD1,CACNA1H,NALCN,ST8SIA3,PRUNE2,PCDH17,LSAMP,FOXC1
E2A-Homer	5.75418899231e-09	3.02669884966e-06	32.0	262.0	19.0	863.0	10.88	2.15	ELAVL4,ROBO2,SPTB,SNAP91,SLC5A1,TMEM132D,ST18,CACNA1H,FEZF2,ADAMTS2,MEIS3,IGSF11,ATRNL1,PGR,FAM135B,FGF14,JAKMIP2,KCNK18,C1QTNF8,MTUS2,ANKS1B,CADPS,RGS17,TMEM63C,SULT4A1,TMEM61,NALCN,PCDH17,HS6ST3,SLC18A2
MA0146.1.Zfx	6.21279487943e-09	3.26171197862e-06	38.0	256.0	28.0	854.0	12.93	3.17	ELAVL4,MEIS2,CNTN4,DSCAM,TMEM132D,ST18,KBTBD7,SIM1,ASB4,ADAMTS2,AMER3,GPR148,KCNMA1,MAP10,KCNK16,GMDS,PGR,GLP1R,NECAB2,FAM135B,SDK1,KIF6,TSHZ3,C1QTNF8,BARX2,MTUS2,PAX6,GABRB3,TMEM63C,TMEM61,CACNA1H,PDK4,FOXC1
MA0098.1.ETS1	6.35374384197e-09	3.32935625313e-06	34.0	260.0	22.0	860.0	11.56	2.49	MYO3A,AGBL4,SDK1,GRIA2,CNTN4,TMEM132D,GAD2,KBTBD7,SIM1,ADAMTS2,AMER3,MEIS3,MAP10,GLP1R,JAKMIP2,BEND5,RIMBP2,BARX2,PAX6,DACH1,GABRB3,SULT4A1,CACNA1H,PAPPA2,ROBO2,ST8SIA3,KL,PCDH17,ASCC3,SLC18A2
MA0003.1.TFAP2A	2.34178510278e-08	1.22474612113e-05	22.0	272.0	8.0	874.0	7.48	0.91	KBTBD7,SNAP91,C1QTNF8,BARX2,SULT4A1,ADAMTS2,GRIA2,TENM3,CACNA1H,PRUNE2,GAD2,CNTN4,ATRNL1,TMEM132D,ST6GALNAC5,GABRB3,STXBP5L,FAM135B
MA0055.1.Myf	5.54836423869e-08	2.89620427006e-05	41.0	253.0	37.0	845.0	13.95	4.2	ELAVL4,SDK1,SPTB,MAB21L1,CNTN4,ST18,CACNA1H,SIM1,RIMBP2,ADAMTS2,CACNB2,AMER3,KCNMA1,ATRNL1,NBEA,PGR,HMGCLL1,FAM135B,JAKMIP2,KCNK18,NALCN,ANKS1B,ST6GALNAC5,GABRB3,C1QTNF8,PAPPA2,ROBO2,PCDH17,HS6ST3,ASCC3,SLC18A2,SLC17A6
UP00043_2_Bcl6b_secondary	6.70889576086e-08	3.4952737227e-05	36.0	258.0	29.0	853.0	12.24	3.29	ELAVL4,AGBL4,ACVR1C,SDK1,GRIA2,MEIS2,SNAP91,SLC5A1,GPM6A,CNTN4,NOL4,ST18,CACNA1H,FEZF2,ADAMTS2,CACNB2,RORB,NMNAT3,JAKMIP2,BEND5,KCNK18,TSHZ3,UNC5D,BARX2,DKFZP686K1684,PAX6,KCNB2,CADPS,GABRB3,C1QTNF8,NEUROD1,ST8SIA3,PRUNE2,PCDH17,SLC18A2
MA0162.1.Egr1	7.25657241507e-08	3.7733465974e-05	21.0	273.0	8.0	874.0	7.14	0.91	MYO3A,GRIA2,CNTN4,TMEM132D,DSCAM,CACNA1H,SIM1,CACNB2,GMDS,PGR,ATP5EP2,OXGR1,NECAB2,SDK1,RIMBP2,TSHZ3,GABRB3,C1QTNF8,RNF180,PCDH17,PDX1,FOXC1
UP00036_1_Myf6_primary	8.01650803051e-08	4.1604812866e-05	32.0	262.0	23.0	859.0	10.88	2.61	SDK1,SPTB,SNAP91,CNTN4,ST18,CACNA1H,SIM1,ADAMTS2,KCNMA1,IGSF11,ATRNL1,KIF6,RASEF,HMGCLL1,NMNAT3,FAM135B,FGF14,JAKMIP2,KCNK18,KCNK16,MTUS2,ST6GALNAC5,NKX6-1,TMEM63C,SULT4A1,TMEM61,PAPPA2,NALCN,ASCC3,SLC18A2
UP00065_2_Zfp161_secondary	8.8616339456e-08	4.59022123502e-05	19.0	275.0	6.0	876.0	6.46	0.68	SIM1,NEUROD1,ACVR1C,NOL4,TSHZ3,ST8SIA3,MEIS2,SNAP91,PRUNE2,GAD2,GLP1R,ANKS1B,SLC18A2,GABRB3,NECAB2,FAM135B,PDZRN3
UP00093_1_Klf7_primary	1.11807961412e-07	5.78030486379e-05	39.0	255.0	35.0	847.0	13.27	3.97	ACVR1C,SDK1,GRIA2,SPTB,SLC5A1,GPM6A,CNTN4,NOL4,TMEM132D,CACNA1H,SIM1,ADAMTS2,AMER3,MEIS2,GMDS,PGR,HMGCLL1,OXGR1,NECAB2,JAKMIP2,TSHZ3,RTN1,UNC5D,DKFZP686K1684,PAX6,KCNB2,GABRB3,C1QTNF8,NEUROD1,ST8SIA3,PRUNE2,FOXC1
MA0006.1.Arnt::Ahr	1.20971560625e-07	6.24193809043e-05	57.0	237.0	69.0	813.0	19.39	7.82	ACVR1C,LOC145845,GRIA2,GRIA4,MEIS2,TENM3,CNTN4,DSCAM,TMEM132D,GAD2,CACNA1H,ATRNL1,GABRB3,RIMBP2,ASB4,ADAMTS2,AMER3,MEIS3,MAB21L1,MAP10,NBEA,GMDS,ATP5EP2,GLP1R,OXGR1,FAM135B,SDK1,C1QTNF8,KCNK18,KCNK16,TSHZ3,HMGCLL1,RTN1,FAM84A,PAX6,PDX1,NOL4,ST6GALNAC5,CACNA2D1,PDZRN3,SNAP91,TMEM63C,NEUROD1,SULT4A1,SLC17A6,PRUNE2,PDK4,SLC18A2,EFCAB6,FOXC1
UP00102_2_Zic1_secondary	1.30118998826e-07	6.70090435344e-05	26.0	268.0	15.0	867.0	8.84	1.7	ELAVL4,KIAA1257,MEIS3,SPTB,SLC5A1,CNTN4,ST18,CACNA1H,FEZF2,ADAMTS2,CACNB2,SDK1,AMER3,GPR148,KCNMA1,GLP1R,JAKMIP2,RTN1,BARX2,CADPS,GABRB3,SULT4A1,C1QTNF8,NEUROD1,ASB4,TMEM61,PDK4
MA0048.1.NHLH1	3.51376356675e-07	0.000180591170514	25.0	269.0	15.0	867.0	8.5	1.7	CACNA1H,JAKMIP2,TMEM63C,SPTB,SULT4A1,KCNK18,ADAMTS2,HS6ST3,MEIS3,RTN1,UNC5D,IGSF11,BARX2,C1QTNF8,TMEM132D,ANKS1B,SLC18A2,GABRB3,FAM84A
UP00011_2_Irf6_secondary	9.31417440544e-07	0.000477703232965	14.0	280.0	3.0	879.0	4.76	0.34	KBTBD7,CACNA1H,SIM1,GRIA2,CACNB2,SLC17A6,AMER3,C1QTNF8,DACH1,PAX6,ASCC3,ST6GALNAC5,PCDH20,OXGR1,FGF14
UP00099_1_Ascl2_primary	1.05127027428e-06	0.000538105832451	31.0	263.0	26.0	856.0	10.54	2.95	ROBO2,SPTB,TENM3,SLC5A1,CACNA1H,KCNK18,ADAMTS2,DCTD,MEIS3,KCNMA1,GMDS,PGR,HMGCLL1,FAM135B,JAKMIP2,RIMBP2,C1QTNF8,ANKS1B,ST6GALNAC5,RGS17,TMEM63C,SULT4A1,TMEM61,NALCN,PCDH17,HS6ST3,SLC18A2,FOXC1
UP00057_2_Zic2_secondary	1.80593861661e-06	0.000922409784706	24.0	270.0	16.0	866.0	8.16	1.81	ELAVL4,KIAA1257,SPTB,CNTN4,DSCAM,ST18,CACNA1H,ASB4,ADAMTS2,CACNB2,SDK1,MEIS3,KCNMA1,GLP1R,JAKMIP2,BARX2,DACH1,GABRB3,C1QTNF8,NEUROD1,SULT4A1,TMEM61,PDK4
MA0147.1.Myc	3.06859611506e-06	0.00156376246718	15.0	279.0	5.0	877.0	5.1	0.57	ELAVL4,C2CD4A,C1QTNF8,CACNA1H,SLC17A6,FAM84A,PAX6,PDK4,CNTN4,GLP1R,TMEM132D,GABRB3,NECAB2
UP00099_2_Ascl2_secondary	6.09678808543e-06	0.00309846441592	34.0	260.0	35.0	847.0	11.56	3.97	ELAVL4,ACVR1C,GRIA2,MEIS2,SLC5A1,GPM6A,CNTN4,DSCAM,TMEM132D,GAD2,KBTBD7,ADAMTS2,RORB,MAP10,GMDS,PGR,HMGCLL1,UGGT2,CACNA1H,TSHZ3,GLP1R,UNC5D,DKFZP686K1684,PAX6,NOL4,C1QTNF8,NEUROD1,RNF180,PRUNE2,LSAMP,HS6ST3,FOXC1
MA0104.2.Mycn	8.32559023129e-06	0.00422048605375	15.0	279.0	6.0	876.0	5.1	0.68	ELAVL4,SDK1,C1QTNF8,C2CD4A,SLC17A6,PAX6,CACNA1H,PDK4,CNTN4,GLP1R,TMEM132D,NMNAT3,GABRB3,NECAB2,FAM135B
UP00001_1_E2F2_primary	1.41959623649e-05	0.00717156472301	8.0	286.0	0.0	882.0	2.72	0.0	CACNA1H,GRIA2,CNTN4,DACH1,NOL4,PDZRN3,GAD2,TMEM132B
MA0145.1.Tcfcp2l1	1.52078543572e-05	0.00766570031651	19.0	275.0	12.0	870.0	6.46	1.36	CACNA1H,SDK1,SIM1,AGBL4,ADAMTS2,GRIA2,AMER3,MEIS3,KCNMA1,ATRNL1,SLC5A1,PGR,BARX2,CNTN4,NOL4,TMEM132D,FGF14,TMEM132B
UP00036_2_Myf6_secondary	3.91798181903e-05	0.0195917336933	18.0	276.0	12.0	870.0	6.12	1.36	SLC5A1,SDK1,TMEM63C,SPTB,PGR,SULT4A1,ADAMTS2,KIF6,AMER3,GPR148,RNF180,FAM84A,KCNK16,PAX6,GPM6A,ANKS1B,KCNB2,EFCAB6
MA0154.1.EBF1	3.94184574178e-05	0.0196712399246	32.0	262.0	36.0	846.0	10.88	4.08	ELAVL4,MYO3A,SPTB,CNTN4,TMEM132D,GAD2,CACNA1H,SIM1,GABRB3,ADAMTS2,CACNB2,KCNMA1,KCNK16,PGR,GLP1R,PCDH20,FAM135B,KIF6,TSHZ3,C1QTNF8,BARX2,PAX6,ANKS1B,CACNA2D1,TMEM63C,SULT4A1,SCGB2A1,RNF180
MA0104.1.Mycn	5.93357125765e-05	0.0294057332326	36.0	258.0	45.0	837.0	12.24	5.1	ELAVL4,C2CD4A,DSCAM,TMEM132D,ST18,CACNA1H,CACNA2D1,ADAMTS2,ATRNL1,GMDS,NMNAT3,NECAB2,FAM135B,SDK1,RIMBP2,GRIK2,BARX2,MTUS2,PAX6,GABRB3,PDZRN3,C1QTNF8,SULT4A1,PAPPA2,KL,SLC17A6,FOXC1
MA0004.1.Arnt	5.93357125765e-05	0.0294057332326	36.0	258.0	45.0	837.0	12.24	5.1	ELAVL4,C2CD4A,DSCAM,TMEM132D,ST18,CACNA1H,CACNA2D1,ADAMTS2,ATRNL1,GMDS,NMNAT3,NECAB2,FAM135B,SDK1,RIMBP2,GRIK2,BARX2,MTUS2,PAX6,GABRB3,PDZRN3,C1QTNF8,SULT4A1,PAPPA2,KL,SLC17A6,FOXC1
MA0112.2.ESR1	9.24451315912e-05	0.0452608831153	26.0	268.0	27.0	855.0	8.84	3.06	ELAVL4,GRIA2,SPTB,TENM3,DSCAM,CACNA1H,CACNA2D1,ADAMTS2,CACNB2,DCTD,C1QTNF8,RASEF,FAM135B,CADM1,SDK1,RIMBP2,RTN1,GABRB3,TMEM63C,NEUROD1,SCGB2A1,PRUNE2
UP00065_1_Zfp161_primary	9.99551322676e-05	0.048751611655	8.0	286.0	1.0	881.0	2.72	0.11	MYO3A,CACNA1H,NEUROD1,GRIA2,DACH1,GABRB3,GAD2,TMEM132B
MA0105.1.NFKB1	0.000113264205979	0.0549543443573	20.0	274.0	17.0	865.0	6.8	1.93	CACNA1H,SDK1,BARX2,ADAMTS2,TSHZ3,AMER3,KCNMA1,FAM84A,SNAP91,DACH1,DKFZP686K1684,PAX6,PGR,TMEM132D,ATRNL1,NMNAT3,ST6GALNAC5,GABRB3,FAM135B,FGF14
UP00006_1_Zic3_primary	0.000134087347388	0.0645990108923	16.0	278.0	11.0	871.0	5.44	1.25	CACNA1H,ATRNL1,SIM1,BARX2,SULT4A1,GRIA2,C1QTNF8,SNAP91,SLC5A1,PGR,CNTN4,TMEM132D,NMNAT3,ST6GALNAC5
MA0112.1.ESR1	0.000150766515517	0.0721976996607	22.0	272.0	21.0	861.0	7.48	2.38	MYO3A,SDK1,BARX2,AGBL4,AMER3,ADAMTS2,MEIS3,DCTD,ST8SIA3,RTN1,TMEM63C,TENM3,C1QTNF8,SULT4A1,CACNA1H,RASEF,TMEM132D,ST6GALNAC5,CADM1
UP00057_1_Zic2_primary	0.000181416375919	0.0860603019636	15.0	279.0	10.0	872.0	5.1	1.13	CACNA1H,ATRNL1,SIM1,BARX2,SULT4A1,ADAMTS2,GRIA2,C1QTNF8,SNAP91,SLC5A1,PGR,TMEM132D,NMNAT3,ST6GALNAC5
UP00003_1_E2F3_primary	0.000234904224803	0.109784090261	6.0	288.0	0.0	882.0	2.04	0.0	GRIA2,CNTN4,DACH1,NOL4,PDZRN3,TMEM132B
UP00088_1_Plagl1_primary	0.00031313891511	0.143340580007	10.0	284.0	4.0	878.0	3.4	0.45	ATRNL1,BARX2,ADAMTS2,CACNB2,SNAP91,CNTN4,ANKS1B,KCNB2,TMEM132B
MA0024.1.E2F1	0.00036320889075	0.163973116793	7.0	287.0	1.0	881.0	2.38	0.11	KBTBD7,SIM1,TSHZ3,MEIS2,HS6ST3,NMNAT3,STXBP5L
UP00046_2_Tcfe2a_secondary	0.000407105282072	0.181544769429	25.0	269.0	29.0	853.0	8.5	3.29	SPTB,RGS17,LOC145845,BARX2,C1QTNF8,RIMBP2,TMEM61,ADAMTS2,NALCN,PAPPA2,HMGCLL1,MEIS2,IGSF11,ATRNL1,SDK1,CACNA1H,GLP1R,TMEM132D,GABRB3,ST18,NKX6-1
UP00056_1_Rfx4_primary	0.000433014699402	0.191566021362	12.0	282.0	7.0	875.0	4.08	0.79	JAKMIP2,SIM1,TSPYL5,MEIS3,TMEM63C,ANKS1B,GLP1R,ASCC3,NOL4,OXGR1,FAM135B
UP00095_2_Zfp691_secondary	0.000636921695814	0.268158312367	19.0	275.0	19.0	863.0	6.46	2.15	CACNA1H,SDK1,SIM1,STARD13,SULT4A1,ADAMTS2,AMER3,GPR148,GRIA4,KL,SNAP91,PAX6,FAM135B,RASEF,HS6ST3,NMNAT3,EFCAB6,ST18
UP00010_1_Tcfap2b_primary	0.000803375783171	0.324977088641	14.0	280.0	11.0	871.0	4.76	1.25	KBTBD7,SDK1,C1QTNF8,CACNA1H,MEIS2,FAM84A,PRUNE2,ROR1,TMEM132D,FAM135B
UP00022_1_Zfp740_primary	0.000962385163519	0.374916534951	19.0	275.0	20.0	862.0	6.46	2.27	CACNA1H,C1QTNF8,BEND5,PAX6,ADAMTS2,GRIA2,NALCN,AMER3,KCNMA1,NEUROD1,AGBL4,CNTN4,NOL4,RTN1,OXGR1,NECAB2,GAD2,CADM1
UP00102_1_Zic1_primary	0.00135247605917	0.482684143984	14.0	280.0	12.0	870.0	4.76	1.36	CACNA1H,ATRNL1,SIM1,SULT4A1,SLC5A1,GRIA2,C1QTNF8,SNAP91,SCGB2A1,PAX6,PGR,TMEM132D,NMNAT3
MA0014.1.Pax5	0.00135247605917	0.482684143984	14.0	280.0	12.0	870.0	4.76	1.36	CACNA1H,SDK1,SULT4A1,RIMBP2,KL,GMDS,FOXC1,HMGCLL1,ANKS1B,NOL4,EFCAB6,NECAB2,GAD2
MA0060.1.NFYA	0.00135247605917	0.482684143984	14.0	280.0	12.0	870.0	4.76	1.36	CACNA1H,C1QTNF8,SIM1,BEND5,RIMBP2,PAX6,SCGB2A1,TSHZ3,AMER3,MAB21L1,UNC5D,NBEA,AGBL4,PDK4,TMEM132D,PCDH20,STXBP5L
MA0107.1.RELA	0.00142062660329	0.497456029094	19.0	275.0	21.0	861.0	6.46	2.38	CACNA1H,SDK1,SIM1,NEUROD1,ADAMTS2,AMER3,KCNMA1,GRIA4,MAP10,DKFZP686K1684,PAX6,ATRNL1,BARX2,HS6ST3,ASCC3,TMEM132D,GABRB3,CACNA2D1,ST18,TMEM132B
MA0062.2.GABPA	0.00152552084712	0.521638790542	10.0	284.0	6.0	876.0	3.4	0.68	KBTBD7,JAKMIP2,SDK1,GRIA2,PAPPA2,KL,BARX2,PAX6,CACNA1H,GAD2
UP00087_1_Tcfap2c_primary	0.00197886889236	0.615095408702	18.0	276.0	20.0	862.0	6.12	2.27	MYO3A,RGS17,BARX2,NEUROD1,SULT4A1,ADAMTS2,ST8SIA3,C1QTNF8,TENM3,CACNA1H,CNTN4,HMGCLL1,TMEM132D,ST6GALNAC5,CACNA2D1,OXGR1,GAD2
UP00070_1_Gcm1_primary	0.00264496714635	0.720265592969	8.0	286.0	4.0	878.0	2.72	0.45	NEUROD1,HS6ST3,PAX6,PGR,ATP5EP2,PDX1,TMEM132D,NKX6-1,TMEM132B
UP00046_1_Tcfe2a_primary	0.00288950898904	0.75066851582	22.0	272.0	29.0	853.0	7.48	3.29	SPTB,SDK1,C1QTNF8,AGBL4,CACNA1H,AMER3,RIMBP2,TSPYL5,KIF6,DCTD,C2CD4A,TENM3,KCNK16,MTUS2,GMDS,GPM6A,ST18,GLP1R,TMEM132D,HMGCLL1,FOXC1
MA0138.2.REST	0.0029264368151	0.754342829426	20.0	274.0	25.0	857.0	6.8	2.83	CACNA1H,FGF14,C1QTNF8,GABRB3,SULT4A1,KCNK18,ADAMTS2,NALCN,PAPPA2,HS6ST3,MEIS3,RNF180,CNTN4,GLP1R,NMNAT3,SLC18A2,CACNA2D1,OXGR1,PDZRN3
UP00028_1_Tcfap2e_primary	0.00401974306995	0.854169371539	18.0	276.0	22.0	860.0	6.12	2.49	MYO3A,RGS17,BARX2,NEUROD1,SULT4A1,TMEM61,ADAMTS2,TSHZ3,HMGCLL1,ST8SIA3,C1QTNF8,KL,TENM3,CACNA1H,GLP1R,CACNA2D1,GAD2,TMEM132B
MA0028.1.ELK1	0.00409994974031	0.859098766359	6.0	288.0	2.0	880.0	2.04	0.23	SDK1,PAPPA2,PAX6,CNTN4,DACH1,GAD2
UP00003_2_E2F3_secondary	0.00409994974031	0.859098766359	6.0	288.0	2.0	880.0	2.04	0.23	MYO3A,SIM1,SNAP91,HMGCLL1,ASCC3,STXBP5L,GAD2
UP00022_2_Zfp740_secondary	0.00427187014167	0.869121361368	12.0	282.0	11.0	871.0	4.08	1.25	CACNA1H,SIM1,SULT4A1,ADAMTS2,C1QTNF8,SNAP91,PAX6,CNTN4,TMEM132D,ST6GALNAC5,PCDH20,STXBP5L,ROR1
MA0079.1.SP1	0.00513846145379	0.913005462181	22.0	272.0	31.0	851.0	7.48	3.51	KBTBD7,CACNA1H,SIM1,GABRB3,CNTN4,ACVR1C,ADAMTS2,GRIA2,TSHZ3,MEIS3,NOL4,SNAP91,SCGB2A1,DKFZP686K1684,PAX6,PRUNE2,LSAMP,HMGCLL1,SLC18A2,CACNA2D1,FAM135B
UP00002_2_Sp4_secondary	0.00539798750267	0.922707951127	8.0	286.0	5.0	877.0	2.72	0.57	SDK1,KCNK18,HMGCLL1,RTN1,MEIS2,PGR,KCNB2,TMEM132D,SLC18A2
MA0058.1.MAX	0.00539798750267	0.922707951127	8.0	286.0	5.0	877.0	2.72	0.57	ELAVL4,CACNA1H,C1QTNF8,ADAMTS2,TMEM132D,NMNAT3,NECAB2
UP00076_2_Rfxdc2_secondary	0.00539798750267	0.922707951127	8.0	286.0	5.0	877.0	2.72	0.57	RIMBP2,FEZF2,OXGR1,RBP1,PCDH17,CNTN4,NMNAT3,CADPS,STXBP5L
UP00006_2_Zic3_secondary	0.00549197910117	0.924855643912	16.0	278.0	19.0	863.0	5.44	2.15	CACNA1H,SDK1,C1QTNF8,NEUROD1,FEZF2,TMEM61,KIAA1257,KIF6,MEIS3,ASB4,ST8SIA3,KCNMA1,BARX2,KCNK16,PDK4,CNTN4,GLP1R,CADPS,GABRB3
MA0076.1.ELK4	0.00729728377636	0.967773764181	7.0	287.0	4.0	878.0	2.38	0.45	SDK1,KIF6,PAPPA2,KL,KCNK16,PAX6,DACH1,GAD2
UP00095_1_Zfp691_primary	0.00762077243132	0.972129340172	15.0	279.0	18.0	864.0	5.1	2.04	CACNA1H,BARX2,C1QTNF8,ADAMTS2,CACNB2,MEIS3,TENM3,PAX6,NOL4,ROR1,CADM1
MA0101.1.REL	0.00765099964972	0.972311982291	17.0	277.0	22.0	860.0	5.78	2.49	CACNA1H,SDK1,SIM1,NEUROD1,SULT4A1,ADAMTS2,AMER3,GRIA4,ATRNL1,DKFZP686K1684,PAX6,PGR,PDK4,HS6ST3,ASCC3,TMEM132D,GABRB3,TMEM132B
