FACTOR1	P-VALUE	CORR.P-VALUE	A	B	C	D	PERCENT	BACK.PER.	GENES
UP00159_1_Six2_2307.2	1.0	1.0	6.0	413.0	0.0	0.0	1.43	0.0	SIM1,ADAMTS2,GRIK2,RALYL,MAGI2,PDZRN3
UP00227_1_Duxl_1286.2	1.0	1.0	7.0	412.0	0.0	0.0	1.67	0.0	TSPYL5,ADAMTS2,CACNB2,RNF180,EML5,NEGR1,FBXW7
UP00100_1_Gata6_primary	1.0	1.0	14.0	405.0	0.0	0.0	3.34	0.0	BMP5,LSAMP,SLC5A1,PAPPA2,SIM1,KCNMA1,TENM3,DIEXF,YWHAH,RIMS2,SYT14,DGKB,LIMCH1,ROR1,TRPM3
MA0072.1.RORA_2	1.0	1.0	13.0	406.0	0.0	0.0	3.1	0.0	TSPYL5,NR3C2,BMP5,ADAMTS2,GRIK2,SPTB,MMP16,PYROXD1,KCNMA1,TENM3,IAPP,RNF150,RGS17,PDZRN3
UP00087_2_Tcfap2c_secondary	1.0	1.0	10.0	409.0	0.0	0.0	2.39	0.0	CACNA1H,ADAMTS2,PAPPA2,KCNMA1,PAX6,LSAMP,LIMCH1,FAM135A
UP00183_1_Hoxa13_3126.1	1.0	1.0	10.0	409.0	0.0	0.0	2.39	0.0	MMP16,CACNA2D1,NALCN,GRIK2,KCNMA1,TENM3,MAGI2,MAP9,RIMS2,FBXW7
UP00081_2_Mybl1_secondary	1.0	1.0	16.0	403.0	0.0	0.0	3.82	0.0	SIM1,AGBL4,EML5,KCNMA1,UNC5D,RTN1,ATRNL1,ANKS1B,NEUROD1,PRUNE2,MAGI2,ASCC3,CACNA2D1,SOX6,ZC3H14
UP00253_1_Rax_3443.1	1.0	1.0	0.0	419.0	0.0	0.0	0.0	0.0	
MA0150.1.NFE2L2	1.0	1.0	36.0	383.0	0.0	0.0	8.59	0.0	C2CD4A,AGBL4,SDK1,SPTB,TENM3,MAPK10,PAM,GNAI1,CACNA1H,ADAMTS2,LIMCH1,KCNMA1,NBEA,MAGI2,PNPLA5,DGKB,NECAB2,VPS13C,NR3C2,TSHZ3,TTC8,NEGR1,CACNA2D1,ROR1,SULT4A1,GRIK2,NRXN1,PRUNE2,ABCC9
UP00240_1_Cdx1_2245.1	1.0	1.0	8.0	411.0	0.0	0.0	1.91	0.0	SIM1,TSC22D1,GRIK2,EML5,NEGR1,LURAP1L,CACNA2D1,PDZRN3
UP00201_1_Emx2_3420.1	1.0	1.0	4.0	415.0	0.0	0.0	0.95	0.0	ABCC9,SGCB,MAGI2
UP00116_1_Rhox6_4251.1	1.0	1.0	2.0	417.0	0.0	0.0	0.48	0.0	NALCN,MAGI2,ITGBL1
UP00230_1_Dlx5_3419.2	1.0	1.0	2.0	417.0	0.0	0.0	0.48	0.0	AGBL4,MAGI2
UP00168_1_Hoxd8_2644.1	1.0	1.0	9.0	410.0	0.0	0.0	2.15	0.0	TSPYL5,BMP5,GDAP1,CACNB2,TMEM63C,MEIS2,MAPK10,ZDHHC22,SOX6,RIMS2
UP00048_2_Rara_secondary	1.0	1.0	6.0	413.0	0.0	0.0	1.43	0.0	RGS17,KCNMA1,MTUS2,ZNF585B,MAGI2,ROR1
UP00391_1_Hoxa3_primary	1.0	1.0	3.0	416.0	0.0	0.0	0.72	0.0	BMP5,SIM1,MEIS2
MA0148.1.FOXA1	1.0	1.0	15.0	404.0	0.0	0.0	3.58	0.0	MMP16,AGBL4,ADAMTS2,KCNMA1,EML5,TENM3,ST18,LSAMP,GLP1R,RNF150,SAYSD1,SPATA6,ROR1
UP00182_1_Hoxa6_1040.1	1.0	1.0	9.0	410.0	0.0	0.0	2.15	0.0	SIM1,GDAP1,ADAMTS2,MEIS2,GRIA4,PRUNE2,MAGI2,LSAMP,ROR1
UP00099_1_Ascl2_primary	1.0	1.0	32.0	387.0	0.0	0.0	7.64	0.0	AGBL4,GRIA2,SPTB,SCG2,SOX6,GNAI1,CACNA1H,ADAMTS2,KCNMA1,NBEA,MAGI2,OXGR1,TSPYL5,TSHZ3,KIAA1804,MTUS2,CADPS,CACNA2D1,ROR1,RGS17,SULT4A1,GRIK2,RNF180
UP00080_1_Gata5_primary	1.0	1.0	6.0	413.0	0.0	0.0	1.43	0.0	TENM3,LSAMP,ROR1,KCNMA1
UP00249_1_Nkx2-5_3436.1	1.0	1.0	14.0	405.0	0.0	0.0	3.34	0.0	SPTB,PLEKHG3,ELP4,ADAMTS2,GRIK2,NALCN,TRPM3,PYROXD1,ATRNL1,MAGI2,ST6GALNAC5,GNAI1,IAPP,ROR1,FBXW7
UP00047_2_Zbtb7b_secondary	1.0	1.0	5.0	414.0	0.0	0.0	1.19	0.0	CACNA1H,RNF180,RASEF,NALCN
UP00008_3_Six6_2267.4	1.0	1.0	6.0	413.0	0.0	0.0	1.43	0.0	SIM1,SULT4A1,RALYL,PNPLA5,ST6GALNAC5,RIMS2,PDZRN3
UP00024_1_Glis2_primary	1.0	1.0	8.0	411.0	0.0	0.0	1.91	0.0	RGS17,TSPYL5,KCNMA1,ZNF585B,MAGI2,PRKACB,CADM1,PDZRN3
UP00025_1_Foxk1_primary	1.0	1.0	18.0	401.0	0.0	0.0	4.3	0.0	RGS17,TMEM63C,CACNB2,GRIK2,RNF180,GRIA4,KCNMA1,TENM3,FOXC1,LSAMP,CADPS,TRPM3,SOX6,ZDHHC22,ROR1,PDZRN3
MA0161.1.NFIC	1.0	1.0	62.0	357.0	0.0	0.0	14.8	0.0	MMP16,AGBL4,GRIA2,SLC7A2,CPE,KCNMA1,TENM3,DIEXF,MAPK10,SLC30A8,SOX6,PAM,GNAI1,CACNA1H,ADAMTS2,LIMCH1,SGCB,ATRNL1,YWHAH,MAGI2,SYT14,GLP1R,RNF150,RIMS2,TRPM3,TSC22D1,TSHZ3,GLRB,RTN1,NEGR1,SLCO1A2,CADPS,CACNA2D1,ROR1,RGS17,BMP5,SULT4A1,SLC5A1,NALCN,RALYL,MEIS2,LSAMP,SAYSD1
UP00248_1_Pax7_3783.1	1.0	1.0	1.0	418.0	0.0	0.0	0.24	0.0	MEIS2
UP00107_1_Nkx2-4_3074.1	1.0	1.0	19.0	400.0	0.0	0.0	4.53	0.0	SPTB,PLEKHG3,BMP5,CACNA2D1,ADAMTS2,TSC22D1,NALCN,TRPM3,KL,ATRNL1,MAGI2,LSAMP,ST6GALNAC5,PDZRN3,SOX6,FBXW7
UP00089_3_Tcf1_2666.2	1.0	1.0	9.0	410.0	0.0	0.0	2.15	0.0	TSC22D1,MEIS3,KCNMA1,NEGR1,MAGI2,DHX34,PAM,TRPM3
UP00157_1_Hmx3_3490.2	1.0	1.0	7.0	412.0	0.0	0.0	1.67	0.0	PYROXD1,NEGR1,GRIA4,LSAMP,PDZRN3,IAPP,MAGI2
UP00406_1_Spdef_primary	1.0	1.0	10.0	409.0	0.0	0.0	2.39	0.0	TTC8,ADAMTS2,GRIA2,LIMCH1,NALCN,RNF180,GLRB,TENM3,KCNMA1,PRKACB
UP00047_1_Zbtb7b_primary	1.0	1.0	5.0	414.0	0.0	0.0	1.19	0.0	CADM1,ST18,MAGI2,TMEM61,FBXW7
MA0061.1.NF-kappaB	1.0	1.0	15.0	404.0	0.0	0.0	3.58	0.0	ATRNL1,ADAMTS2,LIMCH1,CPE,KCNMA1,TENM3,PRUNE2,PRKACB,DGKB,CADPS,EML5,GRIK2,TRPM3
UP00267_1_Otx2_3441.1	1.0	1.0	11.0	408.0	0.0	0.0	2.63	0.0	TSPYL5,MTUS2,KIAA1257,ACAD9,KCNMA1,MEIS2,TENM3,LURAP1L,MAGI2,LSAMP,CACNB2,SOX6
MA0142.1.Pou5f1	1.0	1.0	23.0	396.0	0.0	0.0	5.49	0.0	ITGBL1,NR3C2,MMP16,AGBL4,TMEM61,NALCN,LIMCH1,GRIK2,KCNMA1,TENM3,MEIS2,MTUS2,RIMS2,MAPK10,MAGI2,ANKS1B,CACNA2D1,FAM135A,ROR1,ABCC9
UP00030_1_Sox11_primary	1.0	1.0	31.0	388.0	0.0	0.0	7.4	0.0	MMP16,GRIA2,TENM3,SLC30A8,SOX6,ITGBL1,GDAP1,ADAMTS2,DHX34,MEIS3,KCNMA1,MAGI2,RASEF,NECAB2,CADM1,TSPYL5,GLRB,UNC5D,NEGR1,MTUS2,RAB3C,PDZRN3,RGS17,TMEM61,GRIK2,NALCN,KL,ELP4
UP00018_1_Irf4_primary	1.0	1.0	5.0	414.0	0.0	0.0	1.19	0.0	PAX6,CACNA1H,NEUROD1,PRUNE2,NRXN1
UP00057_1_Zic2_primary	1.0	1.0	5.0	414.0	0.0	0.0	1.19	0.0	CACNA1H,MMP16,KCNMA1,GNAI1
UP00084_1_Gmeb1_primary	1.0	1.0	2.0	417.0	0.0	0.0	0.48	0.0	ZNF585B,PDZRN3
MA0018.2.CREB1	1.0	1.0	7.0	412.0	0.0	0.0	1.67	0.0	SDK1,SULT4A1,MEIS3,ZNF585B,FOXC1,DHX34,RIMS2
UP00081_1_Mybl1_primary	1.0	1.0	3.0	416.0	0.0	0.0	0.72	0.0	NEGR1,CACNB2,UNC5D
MA0067.1.Pax2	1.0	1.0	3.0	416.0	0.0	0.0	0.72	0.0	KCNMA1,RASEF,SULT4A1
MA0098.1.ETS1	1.0	1.0	24.0	395.0	0.0	0.0	5.73	0.0	CACNA1H,ATRNL1,RASEF,TMEM61,ADAMTS2,LIMCH1,ABCC9,RALYL,TENM3,PRUNE2,FOXC1,LSAMP,PRKACB,NMNAT3,RNF150,EML5,SOX6,ROR1,MAGI2
UP00155_1_Hmx2_3424.3	1.0	1.0	9.0	410.0	0.0	0.0	2.15	0.0	NALCN,LIMCH1,PYROXD1,NEGR1,MAGI2,LSAMP,IAPP,PDZRN3
MA0068.1.Pax4	1.0	1.0	23.0	396.0	0.0	0.0	5.49	0.0	RGS17,SAYSD1,ATRNL1,LIMCH1,GRIK2,KCNMA1,TENM3,LURAP1L,PRUNE2,MAGI2,LSAMP,GLP1R,ST6GALNAC5,RNF150,SLC30A8,PAPPA2,ROR1,PDZRN3
UP00041_1_Foxj1_primary	1.0	1.0	15.0	404.0	0.0	0.0	3.58	0.0	RGS17,TMEM63C,TMEM61,CACNB2,TRPM3,GRIA4,KCNMA1,TENM3,MTUS2,FOXC1,LSAMP,RNF150,DHCR24,ZDHHC22,ROR1,PDZRN3
UP00142_1_Uncx4.1_2281.2	1.0	1.0	2.0	417.0	0.0	0.0	0.48	0.0	TSC22D1,MEIS2
MA0141.1.Esrrb	1.0	1.0	11.0	408.0	0.0	0.0	2.63	0.0	BMP5,ADAMTS2,CPE,KCNMA1,NEGR1,MAGI2,DGKB,SLC30A8,FOXC1,GNAI1
MA0122.1.Nkx3-2	1.0	1.0	12.0	407.0	0.0	0.0	2.86	0.0	TSPYL5,MMP16,ADAMTS2,GRIK2,BMP5,GRIA4,KCNMA1,ROR1,PDZRN3
UP00003_1_E2F3_primary	1.0	1.0	2.0	417.0	0.0	0.0	0.48	0.0	CACNA1H,CPE
UP00243_1_Isx_3445.1	1.0	1.0	1.0	418.0	0.0	0.0	0.24	0.0	LIMCH1
UP00035_1_Hic1_primary	1.0	1.0	9.0	410.0	0.0	0.0	2.15	0.0	CACNA1H,RNF180,KCNMA1,MTUS2,ROR1,LSAMP,CACNA2D1,FOXC1,PDZRN3
UP00160_1_Obox3_3439.1	1.0	1.0	15.0	404.0	0.0	0.0	3.58	0.0	TENM3,TMEM61,CACNB2,KCNMA1,NRXN1,TTC8,NEGR1,LURAP1L,LSAMP,ANKS1B,MAP9,RIMS2,TRPM3
UP00147_1_Nkx2-6_3437.1	1.0	1.0	9.0	410.0	0.0	0.0	2.15	0.0	TSPYL5,PLEKHG3,NALCN,SPTB,ATRNL1,MAGI2,ANKS1B,ST6GALNAC5,ROR1,PDZRN3
UP00097_1_Mtf1_primary	1.0	1.0	6.0	413.0	0.0	0.0	1.43	0.0	SDK1,GRIA2,GRIK2,GLRB,TSC22D1,PRKACB,TSC22D1-AS1
MA0032.1.FOXC1	1.0	1.0	26.0	393.0	0.0	0.0	6.21	0.0	NR3C2,BMP5,AGBL4,TMEM61,ADAMTS2,SDK1,KCNMA1,NRXN1,RALYL,NEGR1,MEIS2,LURAP1L,MAPK10,MAGI2,DGKB,TENM3,SOX6,ROR1,PDZRN3
UP00177_1_Hoxd12_3481.1	1.0	1.0	5.0	414.0	0.0	0.0	1.19	0.0	TSC22D1,CACNA2D1,ADAMTS2,PDZRN3
UP00056_2_Rfx4_secondary	1.0	1.0	4.0	415.0	0.0	0.0	0.95	0.0	DHX34,TSHZ3,BMP5,MEIS3,PDZRN3
UP00064_1_Sox18_primary	1.0	1.0	17.0	402.0	0.0	0.0	4.06	0.0	RGS17,ELP4,ADAMTS2,GRIK2,ABCC9,GRIA4,TENM3,MTUS2,MAGI2,DGKB,CACNA2D1,SLC30A8,FBXW7
UP00237_1_Otp_3496.1	1.0	1.0	3.0	416.0	0.0	0.0	0.72	0.0	TSC22D1,SIM1,MEIS2
UP00029_1_Tbp_primary	1.0	1.0	18.0	401.0	0.0	0.0	4.3	0.0	TENM3,PDZRN3,SAYSD1,ADAMTS2,TSHZ3,C2CD4A,BMP5,GRIA4,KCNMA1,NEGR1,LURAP1L,MAGI2,LSAMP,GLP1R,ATRNL1,MAP9,VPS13C,FBXW7
UP00166_1_Barhl1_2590.2	1.0	1.0	10.0	409.0	0.0	0.0	2.39	0.0	SIM1,ADAMTS2,GRIA4,EML5,ATRNL1,MAGI2,NECAB2,SOX6,ZC3H14,PDZRN3
UP00012_1_Bbx_primary	1.0	1.0	15.0	404.0	0.0	0.0	3.58	0.0	ADAMTS2,TSC22D1,CACNB2,ABCC9,KCNMA1,RALYL,TENM3,MEIS2,LURAP1L,CNTN1,MAGI2,ANKS1B,CADPS,ROR1,PDZRN3
UP00108_1_Alx3_3418.2	1.0	1.0	2.0	417.0	0.0	0.0	0.48	0.0	ABCC9,MEIS2
UP00250_1_Irx5_2385.1	1.0	1.0	9.0	410.0	0.0	0.0	2.15	0.0	MMP16,GRIK2,RNF180,MAPK10,ROR1,ARHGAP24,RNF150,FOXC1,ABCC9
UP00238_1_Nkx6-3_3446.1	1.0	1.0	6.0	413.0	0.0	0.0	1.43	0.0	BMP5,SIM1,RALYL,CNTN1,MAGI2,SOX6
MA0073.1.RREB1	1.0	1.0	31.0	388.0	0.0	0.0	7.4	0.0	C2CD4A,SCG2,KCNMA1,CNTN1,SOX6,ST18,CACNA1H,SIM1,ADAMTS2,CACNB2,MEIS3,SGCB,MAGI2,TSC22D1,TSHZ3,TSC22D1-AS1,CPE,SERP2,ROR1,PDZRN3,PAPPA2,RNF180,PRUNE2,ASCC3,ELP4
MA0037.1.GATA3	1.0	1.0	0.0	419.0	0.0	0.0	0.0	0.0	
MA0140.1.Tal1::Gata1	1.0	1.0	10.0	409.0	0.0	0.0	2.39	0.0	AGBL4,TSHZ3,GRIK2,MEIS2,NEGR1,SLC5A1,YWHAH,MAGI2,LSAMP,RNF150,ROR1
UP00211_1_Pou3f3_3235.2	1.0	1.0	24.0	395.0	0.0	0.0	5.73	0.0	RGS17,SLCO1A2,ADAMTS2,SOX6,LIMCH1,ABCC9,KCNMA1,NEGR1,MTUS2,CNTN1,MAGI2,RASEF,ATRNL1,CADPS,SLC30A8,GRIK2,ROR1,PDZRN3
UP00002_2_Sp4_secondary	1.0	1.0	6.0	413.0	0.0	0.0	1.43	0.0	CACNA1H,KCNMA1,DIEXF,SYT14,RNF150,GNAI1
UP00040_1_Irf5_primary	1.0	1.0	4.0	415.0	0.0	0.0	0.95	0.0	CACNA1H,ZNF585B,PRUNE2,FBXW7
MA0070.1.PBX1	1.0	1.0	14.0	405.0	0.0	0.0	3.34	0.0	TSPYL5,PCLO,GRIK2,KCNMA1,MEIS2,NEGR1,RAB3C,MAGI2,ANKS1B,MAPK10,FGF14,SOX6,ST18,PDZRN3
UP00212_1_Lhx5_2279.1	1.0	1.0	5.0	414.0	0.0	0.0	1.19	0.0	LURAP1L,CACNA2D1,CNTN1,MAGI2,MEIS2
UP00030_2_Sox11_secondary	1.0	1.0	15.0	404.0	0.0	0.0	3.58	0.0	NR3C2,CADM1,CACNA2D1,ADAMTS2,ABCC9,GRIA4,NEGR1,MTUS2,MAGI2,DGKB,FBXW7,RIMS2,RGS17
MA0077.1.SOX9	1.0	1.0	2.0	417.0	0.0	0.0	0.48	0.0	GRIK2,RNF180
UP00070_1_Gcm1_primary	1.0	1.0	6.0	413.0	0.0	0.0	1.43	0.0	CACNA1H,CADPS,ZNF585B,MAGI2,RASEF
UP00102_1_Zic1_primary	1.0	1.0	8.0	411.0	0.0	0.0	1.91	0.0	CACNA1H,MMP16,ADAMTS2,MEIS3,KCNMA1,NEGR1,GNAI1
UP00200_2_Nkx6-1_2825.2	1.0	1.0	5.0	414.0	0.0	0.0	1.19	0.0	SIM1,GRIA4,MAGI2,GDAP1,RALYL
UP00179_1_Pou2f3_3986.2	1.0	1.0	13.0	406.0	0.0	0.0	3.1	0.0	BMP5,ADAMTS2,TSC22D1,CHODL,LIMCH1,TRPM3,CHODL-AS1,TENM3,MTUS2,GLP1R,SAYSD1,GRIK2,PDZRN3
UP00027_1_Osr1_primary	1.0	1.0	10.0	409.0	0.0	0.0	2.39	0.0	TSC22D1,GRIK2,KCNMA1,TTC8,TENM3,FOXC1,ST18,RIMS2,PDZRN3
MA0104.2.Mycn	1.0	1.0	6.0	413.0	0.0	0.0	1.43	0.0	CACNA1H,C2CD4A,NEUROD1,FOXC1,PRKACB,VPS13C,FBXW7
UP00073_1_Foxa2_primary	1.0	1.0	13.0	406.0	0.0	0.0	3.1	0.0	RGS17,TMEM63C,CACNB2,CPE,GRIA4,KCNMA1,TENM3,RIMS2,RASEF,RNF150,MAP9,ZDHHC22,FOXC1,TRPM3
UP00007_1_Egr1_primary	1.0	1.0	27.0	392.0	0.0	0.0	6.44	0.0	FBXW7,DIEXF,KBTBD7,ADAMTS2,MEIS3,KCNMA1,ATRNL1,MAGI2,RASEF,TRPM3,CACNA1H,SYT14,TSHZ3,PAX6,ANKS1B,ROR1,PAPPA2,RALYL,HS6ST3,STXBP5L,GRIK2,FOXC1
UP00007_2_Egr1_secondary	1.0	1.0	12.0	407.0	0.0	0.0	2.86	0.0	CACNA1H,TENM3,TMEM63C,AGBL4,TMEM61,ATRNL1,KCNMA1,RGS4,MTUS2,CNTN1,ZDHHC22,DHCR24,GNAI1
UP00101_2_Sox12_secondary	1.0	1.0	20.0	399.0	0.0	0.0	4.77	0.0	RGS17,MMP16,MEIS2,ADAMTS2,GRIA2,EML5,PAPPA2,GLRB,UNC5D,RNF180,TENM3,KCNMA1,RAB3C,MAGI2,RASEF,CADPS,KL,SOX6,ZC3H14
UP00105_1_Pou3f4_3773.1	1.0	1.0	7.0	412.0	0.0	0.0	1.67	0.0	TSPYL5,SIM1,NALCN,KCNMA1,TMEM63C,ATRNL1,LURAP1L,ZDHHC22,ITGBL1
MA0132.1.Pdx1	1.0	1.0	0.0	419.0	0.0	0.0	0.0	0.0	
UP00252_1_Hoxc5_2630.2	1.0	1.0	8.0	411.0	0.0	0.0	1.91	0.0	MEIS2,SGCB,LURAP1L,CNTN1,MAGI2,SOX6
UP00020_1_Atf1_primary	1.0	1.0	13.0	406.0	0.0	0.0	3.1	0.0	SDK1,ADAMTS2,GRIK2,SLC7A2,RNF180,GRIA4,EML5,TENM3,ZC3H14,ST6GALNAC5,CACNA2D1,PDZRN3
UP00171_1_Msx3_3206.1	1.0	1.0	3.0	416.0	0.0	0.0	0.72	0.0	SIM1,IAPP,PYROXD1,PDZRN3
UP00049_2_Sp100_secondary	1.0	1.0	1.0	418.0	0.0	0.0	0.24	0.0	PRKACB
MA0018.1.CREB1	1.0	1.0	6.0	413.0	0.0	0.0	1.43	0.0	RGS17,SULT4A1,CACNB2,MEIS3,ST6GALNAC5,DHX34
UP00010_1_Tcfap2b_primary	1.0	1.0	11.0	408.0	0.0	0.0	2.63	0.0	CACNA1H,ADAMTS2,KCNMA1,TTC8,TENM3,PAX6,RAB3C,ANKS1B,STXBP5L
MA0079.2.SP1	1.0	1.0	50.0	369.0	0.0	0.0	11.93	0.0	SPTB,SGCB,DIEXF,SOX6,GNAI1,CACNA1H,SIM1,ADAMTS2,LIMCH1,MEIS3,KCNMA1,EML5,GMDS,MAGI2,SYT14,FAM135A,FGF14,TSHZ3,NEGR1,PAX6,RAB3C,CACNA2D1,ROR1,GRIK2,NALCN,PRUNE2,ABCC9,HS6ST3,ASCC3,ELP4,STXBP5L,FOXC1
UP00069_1_Sox1_primary	1.0	1.0	19.0	400.0	0.0	0.0	4.53	0.0	NR3C2,IAPP,RGS17,TSC22D1,ABCC9,CPE,PYROXD1,RNF180,NEGR1,MEIS2,LURAP1L,RALYL,CNTN1,SLC30A8,CADPS,CACNA2D1,RNF150,TENM3,FBXW7
MA0108.1.TBP	1.0	1.0	7.0	412.0	0.0	0.0	1.67	0.0	TSPYL5,SYT14,ADAMTS2,KCNMA1,DIEXF,LSAMP,PAM,FBXW7
