  20.0	261.083
  21.0	283.2
  22.0	296.833
  23.0	275.25
  24.0	292.333
  25.0	296.833
  26.0	288.367
  27.0	295.917
  28.0	268.95
  29.0	277.083
  30.0	276.45
  31.0	269.067
  32.0	310.283
  33.0	306.333
  34.0	295.917
  35.0	272.333
  36.0	293.25
  37.0	276.083
  38.0	270.833
  39.0	313.667
  40.0	292.45
  41.0	290.5
  42.0	267.583
  43.0	286.533
  44.0	279.667
  45.0	283.867
  46.0	277.367
  47.0	248.083
  48.0	299.45
  49.0	276.7
  50.0	269.667
  51.0	282.9
  52.0	308.117
  53.0	293.167
  54.0	271.45
  55.0	284.9
  56.0	258.617
  57.0	253.167
  58.0	246.917
  59.0	261.9
  60.0	255.15
  61.0	257.167
  62.0	270.367
  63.0	235.833
  64.0	263.833
  65.0	244.333
  66.0	230.117
  67.0	243.5
  68.0	259.917
  69.0	251.25
  70.0	246.017
  71.0	255.45
  72.0	241.167
DB 1 MOTIF	TGTGGTHW
 -71.0	29
 -70.0	27
 -69.0	20
 -68.0	21.5
 -67.0	31
 -66.0	25
 -65.0	20.5
 -64.0	19
 -63.0	19
 -62.0	20
 -61.0	21
 -60.0	31.5
 -59.0	23
 -58.0	30.5
 -57.0	17.5
 -56.0	22
 -55.0	25.5
 -54.0	24
 -53.0	32
 -52.0	27
 -51.0	24
 -50.0	28
 -49.0	29
 -48.0	26
 -47.0	22
 -46.0	31
 -45.0	25.5
 -44.0	25
 -43.0	27
 -42.0	31
 -41.0	29
 -40.0	23.5
 -39.0	27.5
 -38.0	35
 -37.0	23.3333
 -36.0	25.5
 -35.0	36
 -34.0	38
 -33.0	37.5
 -32.0	30.5
 -31.0	33
 -30.0	34.8333
 -29.0	25.5
 -28.0	29.5
 -27.0	39
 -26.0	37.5
 -25.0	38
 -24.0	31.5
 -23.0	33.8333
 -22.0	31
 -21.0	33
 -20.0	45.5
 -19.0	33.5
 -18.0	32.5
 -17.0	31.5
 -16.0	33
 -15.0	31.5
 -14.0	35.5
 -13.0	34.5
 -12.0	33
 -11.0	27
 -10.0	35
  -9.0	36.25
  -8.0	40.5
  -7.0	40.5
  -6.0	36.5
  -5.0	35.5
  -4.0	36.8333
  -3.0	38.5
  -2.0	36
  -1.0	41.5
   0.0	40
   1.0	29
   2.0	26.5
   3.0	43.5
   4.0	35
   5.0	38
   6.0	40.5
   7.0	33
   8.0	41.5
   9.0	34
  10.0	43
  11.0	28
  12.0	40.5
  13.0	37.5
  14.0	43
  15.0	47.0833
  16.0	32
  17.0	45.5
  18.0	26.5
  19.0	30.5
  20.0	33.5
  21.0	37
  22.0	39
  23.0	43.5
  24.0	28
  25.0	39
  26.0	40
  27.0	37
  28.0	33.5
  29.0	39.3333
  30.0	24.5
  31.0	32.5
  32.0	27
  33.0	35.5
  34.0	32.5
  35.0	29
  36.0	37
  37.0	30.5
  38.0	29
  39.0	20.75
  40.0	29
  41.0	27
  42.0	29.5
  43.0	31.5
  44.0	44
  45.0	28
  46.0	22.5
  47.0	29
  48.0	29.5
  49.0	21.5
  50.0	21
  51.0	22.5
  52.0	34.5
  53.0	25
  54.0	32.5
  55.0	26
  56.0	36
  57.0	31.5
  58.0	28
  59.0	28.5
  60.0	27.5
  61.0	20
  62.0	26.5
  63.0	26.75
  64.0	22.5
  65.0	22.5
  66.0	30
  67.0	29
  68.0	24
  69.0	28.5
  70.0	26.5
  71.0	21
DB 2 MOTIF	MA0002.1	RUNX1
 -69.5	108
 -68.5	97
 -67.5	104
 -66.5	104.5
 -65.5	100
 -64.5	109.5
 -63.5	99.5
 -62.5	102
 -61.5	105
 -60.5	93
 -59.5	118
 -58.5	105
 -57.5	106.5
 -56.5	107
 -55.5	99.5
 -54.5	109.5
 -53.5	99
 -52.5	104.5
 -51.5	90
 -50.5	85.5
 -49.5	113.5
 -48.5	108
 -47.5	124.5
 -46.5	122
 -45.5	93.5
 -44.5	118.5
 -43.5	98.5
 -42.5	98.5
 -41.5	97.5
 -40.5	109.5
 -39.5	118.5
 -38.5	109.5
 -37.5	106.5
 -36.5	119.5
 -35.5	92.5
 -34.5	128.5
 -33.5	111
 -32.5	132
 -31.5	117.5
 -30.5	101.5
 -29.5	99.5
 -28.5	119
 -27.5	129
 -26.5	110
 -25.5	123.5
 -24.5	107.5
 -23.5	108
 -22.5	98
 -21.5	111
 -20.5	118
 -19.5	119
 -18.5	107
 -17.5	118.5
 -16.5	116
 -15.5	137
 -14.5	99
 -13.5	103
 -12.5	110.5
 -11.5	114.5
 -10.5	128
  -9.5	129
  -8.5	109
  -7.5	118.75
  -6.5	122
  -5.5	100.5
  -4.5	124
  -3.5	149
  -2.5	130.5
  -1.5	136
  -0.5	130
   0.5	111
   1.5	131.5
   2.5	109.5
   3.5	122
   4.5	119
   5.5	106.5
   6.5	93.5
   7.5	145
   8.5	112
   9.5	112.5
  10.5	103
  11.5	119
  12.5	122
  13.5	136.5
  14.5	124
  15.5	123
  16.5	113.75
  17.5	112
  18.5	121
  19.5	128.5
  20.5	118.5
  21.5	105
  22.5	110
  23.5	119.5
  24.5	130.5
  25.5	115.5
  26.5	117.5
  27.5	131
  28.5	116
  29.5	116
  30.5	108
  31.5	94
  32.5	110.5
  33.5	99
  34.5	132.5
  35.5	104
  36.5	120
  37.5	119
  38.5	120
  39.5	97.5
  40.5	99.25
  41.5	104
  42.5	126
  43.5	102
  44.5	122
  45.5	119.5
  46.5	123
  47.5	112.5
  48.5	112
  49.5	119.5
  50.5	112
  51.5	90
  52.5	107
  53.5	104
  54.5	93
  55.5	116.5
  56.5	95.5
  57.5	119.5
  58.5	116
  59.5	114
  60.5	99.5
  61.5	94.5
  62.5	86
  63.5	105
  64.5	114.25
  65.5	120
  66.5	99.5
  67.5	97
  68.5	111
  69.5	89
DB 2 MOTIF	MA0004.1	Arnt
 -72.0	27.8333
 -71.0	27.5
 -70.0	34
 -69.0	37.3333
 -68.0	36
 -67.0	31
 -66.0	20
 -65.0	30.5
 -64.0	33.5
 -63.0	30.5
 -62.0	26
 -61.0	31
 -60.0	24
 -59.0	26
 -58.0	27.5
 -57.0	29.5
 -56.0	30
 -55.0	23.5
 -54.0	36
 -53.0	24
 -52.0	36.8333
 -51.0	34.5
 -50.0	29.5
 -49.0	28.5
 -48.0	35.5
 -47.0	43.5
 -46.0	29.6667
 -45.0	30.5
 -44.0	25.5
 -43.0	25.5
 -42.0	36.5
 -41.0	32.3333
 -40.0	30
 -39.0	31.8333
 -38.0	31.5
 -37.0	34.8333
 -36.0	32
 -35.0	29
 -34.0	29
 -33.0	37.5
 -32.0	31.5
 -31.0	40
 -30.0	32
 -29.0	43.75
 -28.0	38.5
 -27.0	31.5
 -26.0	36
 -25.0	33.5
 -24.0	33
 -23.0	43
 -22.0	31.5
 -21.0	28.5
 -20.0	31
 -19.0	36.5
 -18.0	32.5
 -17.0	33.5
 -16.0	37.3333
 -15.0	35.8333
 -14.0	48.5
 -13.0	49
 -12.0	36
 -11.0	40.5
 -10.0	34.3333
  -9.0	35
  -8.0	45.8333
  -7.0	37
  -6.0	35.5
  -5.0	31
  -4.0	41.3333
  -3.0	34.8333
  -2.0	33
  -1.0	34.5
   0.0	29.5
   1.0	32
   2.0	39.5
   3.0	30.5
   4.0	40.5
   5.0	44
   6.0	26.5
   7.0	33
   8.0	35
   9.0	34.5
  10.0	36
  11.0	37.5
  12.0	48
  13.0	37.5
  14.0	34.5
  15.0	43.5
  16.0	37.3333
  17.0	28.5
  18.0	34.5
  19.0	35
  20.0	33
  21.0	39
  22.0	43
  23.0	36
  24.0	35.5
  25.0	28.5
  26.0	39.5
  27.0	46.8333
  28.0	31.5
  29.0	25
  30.0	39.5
  31.0	30.75
  32.0	32
  33.0	38.8333
  34.0	35.8333
  35.0	39.5
  36.0	36.5
  37.0	51.5
  38.0	33
  39.0	29.5
  40.0	34.8333
  41.0	19
  42.0	37.3333
  43.0	35.3333
  44.0	35.3333
  45.0	37
  46.0	30.5
  47.0	28.5
  48.0	48.3333
  49.0	32
  50.0	35.8333
  51.0	35.6667
  52.0	33
  53.0	22
  54.0	28
  55.0	36.5
  56.0	30
  57.0	29
  58.0	32.75
  59.0	21.5
  60.0	21.25
  61.0	26.5
  62.0	22
  63.0	32.5
  64.0	39
  65.0	26.5
  66.0	35
  67.0	28.5
  68.0	27
  69.0	41.5
  70.0	18.3333
  71.0	29
  72.0	35
DB 2 MOTIF	MA0006.1	Arnt::Ahr
 -72.0	124.206
 -71.0	110.243
 -70.0	129.233
 -69.0	121.359
 -68.0	134.391
 -67.0	125.493
 -66.0	122.363
 -65.0	132.986
 -64.0	145.357
 -63.0	101.036
 -62.0	125.114
 -61.0	129.036
 -60.0	129.804
 -59.0	122.893
 -58.0	118.178
 -57.0	122.551
 -56.0	110.16
 -55.0	123.623
 -54.0	116.895
 -53.0	128.581
 -52.0	127.253
 -51.0	128.673
 -50.0	115.728
 -49.0	129.706
 -48.0	130.078
 -47.0	109.673
 -46.0	115.536
 -45.0	107.613
 -44.0	121.985
 -43.0	123.006
 -42.0	113.733
 -41.0	104.472
 -40.0	120.017
 -39.0	141.491
 -38.0	118.117
 -37.0	127.01
 -36.0	129.233
 -35.0	122.817
 -34.0	99.5944
 -33.0	133.853
 -32.0	138.946
 -31.0	120.769
 -30.0	121.996
 -29.0	129.069
 -28.0	132.118
 -27.0	128.003
 -26.0	142.547
 -25.0	143.503
 -24.0	143.281
 -23.0	147.069
 -22.0	122.539
 -21.0	122.153
 -20.0	121.298
 -19.0	138.819
 -18.0	134.456
 -17.0	130.905
 -16.0	134.939
 -15.0	136.655
 -14.0	127.656
 -13.0	115.239
 -12.0	117.989
 -11.0	129.881
 -10.0	130.206
  -9.0	122.354
  -8.0	133.958
  -7.0	121.387
  -6.0	119.441
  -5.0	117.041
  -4.0	134.441
  -3.0	125.282
  -2.0	128.024
  -1.0	124.259
   0.0	121.066
   1.0	108.43
   2.0	138.574
   3.0	139.062
   4.0	137.65
   5.0	130.057
   6.0	130.993
   7.0	138.966
   8.0	114.493
   9.0	118.316
  10.0	115.367
  11.0	123.709
  12.0	147.812
  13.0	113.245
  14.0	126.879
  15.0	127.543
  16.0	130.246
  17.0	122.126
  18.0	130.146
  19.0	138.457
  20.0	130.346
  21.0	137.766
  22.0	137.883
  23.0	152.466
  24.0	134.074
  25.0	133.566
  26.0	112.958
  27.0	140.275
  28.0	125.003
  29.0	133.788
  30.0	124.587
  31.0	122.421
  32.0	122.939
  33.0	126.514
  34.0	108.18
  35.0	125.917
  36.0	112.721
  37.0	114.698
  38.0	132.087
  39.0	130.298
  40.0	136.047
  41.0	113.64
  42.0	117.146
  43.0	138.76
  44.0	119.413
  45.0	125.176
  46.0	117.267
  47.0	122.593
  48.0	134.971
  49.0	135.274
  50.0	115.319
  51.0	127.583
  52.0	131.027
  53.0	100.157
  54.0	107.752
  55.0	122.481
  56.0	105.598
  57.0	115.223
  58.0	139.305
  59.0	99.3417
  60.0	113.453
  61.0	127.133
  62.0	119.478
  63.0	115.417
  64.0	114.711
  65.0	106.133
  66.0	115.572
  67.0	124.183
  68.0	116.031
  69.0	127.633
  70.0	132.614
  71.0	129.329
  72.0	141.303
DB 2 MOTIF	MA0008.1	HAT5
 -71.0	74
 -70.0	72.3333
 -69.0	74.5
 -68.0	64.5
 -67.0	70.3333
 -66.0	55
 -65.0	60
 -64.0	81.3333
 -63.0	58
 -62.0	76
 -61.0	70.5
 -60.0	56
 -59.0	67.5
 -58.0	66.5
 -57.0	78
 -56.0	66.5
 -55.0	56
 -54.0	65.5
 -53.0	56.5
 -52.0	78.5
 -51.0	72.5
 -50.0	69
 -49.0	72
 -48.0	81
 -47.0	59.5
 -46.0	75.5
 -45.0	62
 -44.0	86.5
 -43.0	82
 -42.0	59.5
 -41.0	68
 -40.0	72
 -39.0	67.5
 -38.0	57.5
 -37.0	67.5
 -36.0	71
 -35.0	66
 -34.0	70
 -33.0	62
 -32.0	84.5
 -31.0	76.5
 -30.0	83
 -29.0	84.5
 -28.0	60
 -27.0	67.5
 -26.0	71
 -25.0	83
 -24.0	65.5
 -23.0	69.3333
 -22.0	69.5
 -21.0	64.5
 -20.0	85.3333
 -19.0	55.5
 -18.0	56
 -17.0	68.3333
 -16.0	72
 -15.0	61
 -14.0	73.5
 -13.0	71
 -12.0	79
 -11.0	72
 -10.0	62.5
  -9.0	70.5
  -8.0	70.5
  -7.0	86
  -6.0	65.5
  -5.0	77
  -4.0	85
  -3.0	82
  -2.0	63.5
  -1.0	55.5
   0.0	82
   1.0	81.5
   2.0	69
   3.0	75.5
   4.0	70.5
   5.0	67.5
   6.0	76
   7.0	68.5
   8.0	91
   9.0	63
  10.0	78
  11.0	68
  12.0	74.5
  13.0	67
  14.0	80.5
  15.0	59.5
  16.0	66.5
  17.0	57
  18.0	84.5
  19.0	79.5
  20.0	79
  21.0	66
  22.0	79.5
  23.0	65
  24.0	66.5
  25.0	77.5
  26.0	74
  27.0	77
  28.0	82
  29.0	76.5
  30.0	71
  31.0	83
  32.0	55.5
  33.0	63.5
  34.0	81.5
  35.0	66
  36.0	60
  37.0	61
  38.0	68
  39.0	61.5
  40.0	60.5
  41.0	63
  42.0	66
  43.0	58.5
  44.0	71.5
  45.0	64.5
  46.0	58
  47.0	71.5
  48.0	83
  49.0	68.5
  50.0	48.5
  51.0	57.5
  52.0	55.5
  53.0	67.5
  54.0	63.5
  55.0	64.5
  56.0	62.5
  57.0	64.5
  58.0	60
  59.0	51
  60.0	67.5
  61.0	69.5
  62.0	50.5
  63.0	51
  64.0	70
  65.0	77.25
  66.0	76.5
  67.0	64.25
  68.0	54
  69.0	69.25
  70.0	73.5
  71.0	85.25
DB 2 MOTIF	MA0018.1	CREB1
 -69.0	16
 -68.0	20
 -67.0	29
 -66.0	20
 -65.0	18
 -64.0	25
 -63.0	24
 -62.0	19
 -61.0	14
 -60.0	22
 -59.0	17
 -58.0	27
 -57.0	24
 -56.0	19
 -55.0	21
 -54.0	20
 -53.0	28
 -52.0	27
 -51.0	23.5
 -50.0	25
 -49.0	32
 -48.0	24
 -47.0	28
 -46.0	24
 -45.0	23
 -44.0	19
 -43.0	30
 -42.0	29
 -41.0	32
 -40.0	21
 -39.0	23
 -38.0	37
 -37.0	21
 -36.0	26
 -35.0	23
 -34.0	29
 -33.0	29
 -32.0	24
 -31.0	23
 -30.0	27
 -29.0	26
 -28.0	22
 -27.0	26
 -26.0	22
 -25.0	21.5
 -24.0	30
 -23.0	23
 -22.0	32.5
 -21.0	28
 -20.0	31
 -19.0	32
 -18.0	23
 -17.0	31.5
 -16.0	23
 -15.0	25
 -14.0	28
 -13.0	29
 -12.0	36
 -11.0	35
 -10.0	31.5
  -9.0	34.5
  -8.0	36
  -7.0	36
  -6.0	28
  -5.0	38
  -4.0	28
  -3.0	29
  -2.0	29
  -1.0	39
   0.0	28
   1.0	35
   2.0	32
   3.0	29
   4.0	23
   5.0	34
   6.0	34
   7.0	23
   8.0	22
   9.0	23.5
  10.0	24
  11.0	32.5
  12.0	33
  13.0	29
  14.0	38
  15.0	27
  16.0	29
  17.0	38
  18.0	30
  19.0	34
  20.0	23.5
  21.0	27
  22.0	29
  23.0	22
  24.0	29
  25.0	31
  26.0	23
  27.0	29
  28.0	32
  29.0	28
  30.0	37
  31.0	33
  32.0	16.5
  33.0	27
  34.0	34
  35.0	23
  36.0	29
  37.0	38
  38.0	23.5
  39.0	30.5
  40.0	30.5
  41.0	24.5
  42.0	21
  43.0	38
  44.0	30
  45.0	28
  46.0	33
  47.0	20
  48.0	32
  49.0	27
  50.0	19
  51.0	19
  52.0	30
  53.0	17
  54.0	31.5
  55.0	24
  56.0	23
  57.0	23
  58.0	24
  59.0	18
  60.0	20
  61.0	21
  62.0	18
  63.0	16.5
  64.0	16
  65.0	22
  66.0	19
  67.0	18
  68.0	21
  69.0	17
DB 2 MOTIF	MA0018.2	CREB1
 -71.0	127.5
 -70.0	124.5
 -69.0	123
 -68.0	130.5
 -67.0	145.5
 -66.0	128.5
 -65.0	138.833
 -64.0	122
 -63.0	139
 -62.0	118
 -61.0	138.333
 -60.0	141
 -59.0	129
 -58.0	115
 -57.0	126
 -56.0	116.5
 -55.0	136.5
 -54.0	159.5
 -53.0	131.5
 -52.0	116
 -51.0	127.5
 -50.0	151.833
 -49.0	138
 -48.0	166.167
 -47.0	118
 -46.0	132.5
 -45.0	148.5
 -44.0	151.5
 -43.0	137
 -42.0	142.5
 -41.0	113
 -40.0	139
 -39.0	141.5
 -38.0	157
 -37.0	142
 -36.0	138
 -35.0	143
 -34.0	136
 -33.0	158
 -32.0	133
 -31.0	141.333
 -30.0	157.5
 -29.0	133.5
 -28.0	112.5
 -27.0	178.333
 -26.0	138
 -25.0	164
 -24.0	150.333
 -23.0	147
 -22.0	151.5
 -21.0	126.5
 -20.0	149
 -19.0	164.5
 -18.0	139.5
 -17.0	149
 -16.0	149.333
 -15.0	144
 -14.0	145.5
 -13.0	147.5
 -12.0	150.5
 -11.0	133.5
 -10.0	164
  -9.0	173
  -8.0	165
  -7.0	150.5
  -6.0	141
  -5.0	146.5
  -4.0	138.5
  -3.0	160.5
  -2.0	164.833
  -1.0	147.5
   0.0	163.5
   1.0	147.333
   2.0	183.5
   3.0	154.333
   4.0	142.5
   5.0	137.5
   6.0	139.5
   7.0	171
   8.0	155.5
   9.0	140
  10.0	170.5
  11.0	151.5
  12.0	147.5
  13.0	163
  14.0	142
  15.0	141.833
  16.0	160
  17.0	149
  18.0	156
  19.0	143.333
  20.0	126
  21.0	144
  22.0	155
  23.0	151.5
  24.0	163
  25.0	127.333
  26.0	173
  27.0	159.5
  28.0	144.833
  29.0	140.5
  30.0	141
  31.0	142
  32.0	144.833
  33.0	162.5
  34.0	165.5
  35.0	151.5
  36.0	135.5
  37.0	144.5
  38.0	154
  39.0	133.5
  40.0	164.5
  41.0	140.5
  42.0	142
  43.0	153.5
  44.0	155.5
  45.0	145
  46.0	160
  47.0	143.5
  48.0	163
  49.0	156
  50.0	130
  51.0	166.833
  52.0	126.5
  53.0	144.5
  54.0	141.5
  55.0	148.833
  56.0	134.333
  57.0	132
  58.0	136.5
  59.0	126.833
  60.0	114
  61.0	145.333
  62.0	132
  63.0	134.5
  64.0	121
  65.0	133
  66.0	133
  67.0	127.333
  68.0	125.833
  69.0	124
  70.0	112
  71.0	138
DB 2 MOTIF	MA0026.1	Eip74EF
 -71.5	185.033
 -70.5	168.167
 -69.5	166
 -68.5	161.083
 -67.5	171.167
 -66.5	172.7
 -65.5	172.5
 -64.5	190.167
 -63.5	180.333
 -62.5	178.7
 -61.5	170.833
 -60.5	195.333
 -59.5	176.333
 -58.5	188.2
 -57.5	177.833
 -56.5	187.167
 -55.5	156.667
 -54.5	196.7
 -53.5	168.417
 -52.5	173.667
 -51.5	175.833
 -50.5	188.033
 -49.5	186.333
 -48.5	183.333
 -47.5	187.667
 -46.5	163.167
 -45.5	188.167
 -44.5	169.417
 -43.5	216.7
 -42.5	192.5
 -41.5	183.167
 -40.5	192
 -39.5	220.283
 -38.5	177.5
 -37.5	211.5
 -36.5	236
 -35.5	190.667
 -34.5	215
 -33.5	210.333
 -32.5	230.333
 -31.5	201.667
 -30.5	182.333
 -29.5	181.833
 -28.5	216.583
 -27.5	212.617
 -26.5	190.833
 -25.5	179.5
 -24.5	217.667
 -23.5	190.333
 -22.5	199.667
 -21.5	222.5
 -20.5	205.5
 -19.5	201.25
 -18.5	233.583
 -17.5	219.5
 -16.5	176.917
 -15.5	209.5
 -14.5	196.5
 -13.5	203.667
 -12.5	214.833
 -11.5	173.583
 -10.5	203.833
  -9.5	221.2
  -8.5	221.5
  -7.5	212.333
  -6.5	209.167
  -5.5	192.2
  -4.5	194.5
  -3.5	188.667
  -2.5	208
  -1.5	200.333
  -0.5	222.167
   0.5	213.667
   1.5	199.167
   2.5	194.167
   3.5	225.667
   4.5	196.5
   5.5	221.533
   6.5	180.5
   7.5	212.667
   8.5	217.333
   9.5	206.75
  10.5	188.333
  11.5	192.833
  12.5	205.75
  13.5	202.5
  14.5	214.167
  15.5	204.667
  16.5	185
  17.5	218.833
  18.5	230.5
  19.5	205.5
  20.5	201.533
  21.5	195.667
  22.5	195.5
  23.5	225.5
  24.5	192.5
  25.5	188.583
  26.5	195.833
  27.5	198.667
  28.5	193.367
  29.5	194.333
  30.5	165
  31.5	198.167
  32.5	228.833
  33.5	206.417
  34.5	201.333
  35.5	196.667
  36.5	187.5
  37.5	195.417
  38.5	201.417
  39.5	186.167
  40.5	212.333
  41.5	205.583
  42.5	193.833
  43.5	191
  44.5	189.167
  45.5	203.333
  46.5	176.5
  47.5	188.333
  48.5	206.667
  49.5	191.667
  50.5	196
  51.5	204
  52.5	203.333
  53.5	198.333
  54.5	188.667
  55.5	191.833
  56.5	200.5
  57.5	157.833
  58.5	174.5
  59.5	186.667
