FACTOR	#GENES	%GENES	GENE_LIST_MATCH	GENE_LIST_MISMATCH
MA0519.1.Stat5a::Stat5b	131	73.5955	C2CD4A,ISL1,SPTB,SCG2,SNAP91,LURAP1L,GPM6A,SLC30A8,PAM,CACNA1H,ADAMTS2,NBEA,LIG4,NSG1,DCX,GLP1R,PGR,JAKMIP2,RASEF,TSC22D1,CPE,NEGR1,KLHL1,CCDC158,NKX6-1,BMP5,DZIP3,SCGB2A1,ROBO2,SYT4,RNF180,NRXN1,ZSCAN18,PAPPA2,NYAP2,ELAVL4,ACVR1C,TSPYL5,GRIA2,GABRG2,SLC7A2,GRIA4,ENAM,CNTN1,CNTN4,ST18,TMEM132B,KBTBD7,CHODL,LIMCH1,AMER3,ABHD10,MEIS2,IGSF11,PVRL3,PCLO,SYT14,MCTP2,FAM135A,TRPM3,SDK1,ZNF223,KCNK16,TTC8,UNC5D,PAX6,IAPP,C3ORF14,SULT4A1,TMEM61,NALCN,ST8SIA3,TMEM196,SLC18A2,FOXC1,FOXP2,AGBL4,MYO3A,TENM3,DACH1,MAPK10,GABRA1,CADPS,GAD2,GNAI1,GDAP1,CACNB2,DIRAS2,SGCB,SGCZ,NMNAT3,OXGR1,RIMS2,FBXW7,RIMBP2,KIAA1804,SLCO1A2,ANKS1B,NOL4,C1ORF168,GABRB3,PDZRN3,RGS17,TMEM63C,NEUROD1,GRIK2,RALYL,PRKACB,SLC5A1,SLC5A8,DSCAM,MAP9,SOX6,SIM1,RGS4,CERKL,SLC17A6,DGKB,PCDH20,ABCC9,RTN1,RAB3C,ST6GALNAC5,FAM84A,SLC35F4,PCP4,MTUS2,PRUNE2,PDK4,SPATA7,STXBP5L	CADM1,KIAA1257,FLJ25770,MS4A8,KCNB2,EML5,PCDHAC1,MAGI2,NECAB2,FAM19A4,LRRTM3,CACNA2D1,KIAA0774,GPR27,ROR1,FAM148A,MS4A8B,LSAMP,ELP4,MMP16,TMEM132D,KL,KIAA1486,KCNMA1,MAP10,ZNF585B,FAM135B,FAM123C,TSHZ3,MEIS3,PCDH17,HS6ST3,PDX1,RORB,C1ORF158,ATRNL1,HMGCLL1,BARX2,RNF150,FGF14,D4S234E,ODZ3,G6PC2,SERPINI2,NR3C2,C9ORF150,KIAA1383
UP00085_1_Sfpi1_primary	131	73.5955	KIAA1257,ISL1,SPTB,SCG2,SNAP91,LURAP1L,GPM6A,SLC30A8,NOL4,PAM,CACNA1H,ADAMTS2,RORB,EML5,LIG4,NSG1,MAGI2,DCX,HMGCLL1,FAM19A4,TSC22D1,CPE,NEGR1,MTUS2,CCDC158,ROR1,NKX6-1,BMP5,DZIP3,SCGB2A1,ROBO2,SYT4,RNF180,NRXN1,ZSCAN18,LSAMP,ELP4,PAPPA2,NYAP2,ELAVL4,MMP16,ACVR1C,DIRAS2,GRIA2,GABRG2,SLC7A2,GRIA4,G6PC2,CNTN1,CNTN4,KL,ST18,TMEM132B,CHODL,AMER3,MEIS3,MEIS2,MAP10,PVRL3,ZNF585B,PCLO,RASEF,MCTP2,TRPM3,SDK1,ZNF223,TSHZ3,C2CD4A,TTC8,UNC5D,PAX6,IAPP,C3ORF14,NALCN,ST8SIA3,PCDH17,TMEM196,SLC18A2,FOXC1,FOXP2,MYO3A,TENM3,DACH1,MAPK10,GABRA1,CADPS,GAD2,GNAI1,GDAP1,CACNB2,SGCB,SGCZ,NMNAT3,RNF150,RIMS2,FBXW7,RIMBP2,GLP1R,KIAA1804,SLCO1A2,ANKS1B,KCNB2,GABRB3,OXGR1,PDZRN3,NEUROD1,GRIK2,RALYL,PRKACB,FGF14,SLC5A1,SLC5A8,DSCAM,SOX6,RGS4,CERKL,PGR,DGKB,SERPINI2,PCDH20,ABCC9,NR3C2,RTN1,NBEA,ST6GALNAC5,FAM84A,SLC35F4,PCP4,PDK4,SPATA7,STXBP5L	CADM1,FLJ25770,MS4A8,PCDHAC1,NECAB2,JAKMIP2,LRRTM3,KLHL1,CACNA2D1,KIAA0774,GPR27,FAM148A,MS4A8B,ENAM,TMEM132D,KBTBD7,KIAA1486,LIMCH1,ABHD10,KCNMA1,IGSF11,FAM135A,FAM135B,FAM123C,TSPYL5,KCNK16,SULT4A1,TMEM61,HS6ST3,PDX1,AGBL4,C1ORF158,ATRNL1,BARX2,C1ORF168,RGS17,TMEM63C,SLC17A6,D4S234E,ODZ3,MAP9,SIM1,RAB3C,C9ORF150,KIAA1383,PRUNE2,SYT14
MA0006.1.Arnt::Ahr	130	73.0337	KIAA1257,ISL1,SPTB,SCG2,SNAP91,LURAP1L,GPM6A,SLC30A8,NOL4,PAM,CACNA1H,GABRB3,NALCN,NBEA,EML5,ATRNL1,MAGI2,DCX,HMGCLL1,NECAB2,FAM19A4,TSC22D1,CPE,KLHL1,CACNA2D1,ROR1,NKX6-1,BMP5,DZIP3,SCGB2A1,ROBO2,RNF180,NRXN1,ZSCAN18,ELP4,SLC17A6,NYAP2,ELAVL4,MMP16,ACVR1C,TSPYL5,GRIA2,GABRG2,SLC7A2,GRIA4,G6PC2,CNTN1,LIG4,KL,ST18,TMEM132B,KBTBD7,CHODL,LIMCH1,AMER3,ABHD10,MEIS2,IGSF11,PVRL3,ZNF585B,PCLO,RASEF,FAM135A,FAM135B,TRPM3,SDK1,TTC8,UNC5D,PAX6,C3ORF14,SULT4A1,TMEM61,PCDH17,TMEM196,HS6ST3,SLC18A2,FOXC1,FOXP2,AGBL4,MYO3A,TENM3,DACH1,MAPK10,C1ORF158,GABRA1,GAD2,GNAI1,FGF14,GDAP1,CACNB2,DIRAS2,SGCB,SGCZ,NMNAT3,RNF150,RIMS2,FBXW7,BARX2,SLCO1A2,ANKS1B,KCNB2,C1ORF168,ENAM,OXGR1,PDZRN3,RGS17,TMEM63C,NEUROD1,PAPPA2,RALYL,PRKACB,CADM1,SLC5A8,DSCAM,MAP9,SOX6,SIM1,RGS4,PGR,DGKB,NR3C2,RTN1,RAB3C,PDX1,CADPS,PCP4,MTUS2,PRUNE2,PDK4,STXBP5L	FLJ25770,MS4A8,ADAMTS2,NSG1,PCDHAC1,GLP1R,JAKMIP2,LRRTM3,FAM84A,NEGR1,CCDC158,KIAA0774,GPR27,FAM148A,SYT4,MS4A8B,LSAMP,CNTN4,TMEM132D,KIAA1486,KCNMA1,MAP10,FAM123C,ZNF223,KCNK16,TSHZ3,IAPP,MEIS3,ST8SIA3,C2CD4A,RORB,MCTP2,RIMBP2,KIAA1804,D4S234E,SLC5A1,ODZ3,CERKL,GRIK2,SERPINI2,PCDH20,ABCC9,C9ORF150,ST6GALNAC5,KIAA1383,SLC35F4,SPATA7,SYT14
MA0152.1.NFATC2	130	73.0337	C2CD4A,ISL1,SPTB,SCG2,MEIS2,LURAP1L,GPM6A,SLC30A8,MS4A8,PAM,CACNA1H,GABRB3,RORB,NSG1,DCX,HMGCLL1,PGR,JAKMIP2,FAM19A4,TSC22D1,CPE,NEGR1,CCDC158,CACNA2D1,ROR1,NKX6-1,BMP5,DZIP3,SCGB2A1,ROBO2,SYT4,RNF180,NRXN1,ZSCAN18,LSAMP,ELP4,GRIK2,NYAP2,ELAVL4,ACVR1C,DIRAS2,GRIA2,GABRG2,SLC7A2,GRIA4,G6PC2,CNTN1,CNTN4,ST18,TMEM132B,KBTBD7,CHODL,LIMCH1,ABHD10,KCNMA1,IGSF11,MAP10,PVRL3,PCLO,RASEF,MCTP2,FAM135A,TRPM3,SDK1,ZNF223,KCNK16,TTC8,UNC5D,PAX6,IAPP,C3ORF14,TMEM61,ST8SIA3,PCDH17,TMEM196,PDX1,FOXP2,AGBL4,MYO3A,TENM3,DACH1,MAPK10,C1ORF158,GABRA1,GAD2,GNAI1,FGF14,GDAP1,CACNB2,SGCZ,NMNAT3,RNF150,RIMS2,FBXW7,RIMBP2,GLP1R,SLCO1A2,ANKS1B,NOL4,ENAM,OXGR1,PDZRN3,NEUROD1,PAPPA2,RALYL,PRKACB,CADM1,SLC5A1,SLC5A8,DSCAM,MAP9,SOX6,SIM1,MEIS3,RGS4,CERKL,SLC17A6,DGKB,SERPINI2,PCDH20,ABCC9,NR3C2,RTN1,RAB3C,NBEA,CADPS,FAM84A,PCP4,PDK4,SPATA7	KIAA1257,FLJ25770,SNAP91,KCNB2,ADAMTS2,EML5,LIG4,PCDHAC1,MAGI2,NECAB2,LRRTM3,MTUS2,KLHL1,KIAA0774,GPR27,FAM148A,MS4A8B,MMP16,TMEM132D,KL,KIAA1486,AMER3,ZNF585B,FAM135B,FAM123C,TSPYL5,TSHZ3,SULT4A1,NALCN,HS6ST3,FOXC1,ATRNL1,SGCB,BARX2,KIAA1804,C1ORF168,RGS17,TMEM63C,D4S234E,ODZ3,C9ORF150,ST6GALNAC5,KIAA1383,SLC35F4,SLC18A2,PRUNE2,STXBP5L,SYT14
MA0482.1.Gata4	130	73.0337	KIAA1257,MEIS3,SPTB,SCG2,LURAP1L,GPM6A,SLC30A8,MS4A8,NOL4,PAM,ADAMTS2,RORB,ATRNL1,NSG1,MAGI2,DCX,GLP1R,PGR,NECAB2,JAKMIP2,FAM19A4,TSC22D1,CPE,NEGR1,MTUS2,KLHL1,CCDC158,ROR1,NKX6-1,BMP5,DZIP3,ROBO2,SYT4,RNF180,NRXN1,ZSCAN18,LSAMP,ELP4,GRIK2,NYAP2,ELAVL4,ACVR1C,TSPYL5,GRIA2,SLC7A2,GRIA4,G6PC2,CNTN1,CNTN4,KL,ST18,TMEM132B,KBTBD7,CHODL,LIMCH1,AMER3,ABHD10,MEIS2,IGSF11,MAP10,PVRL3,ZNF585B,PCLO,RASEF,MCTP2,FAM135A,TRPM3,SDK1,KCNK16,C2CD4A,TTC8,UNC5D,PAX6,IAPP,C3ORF14,NALCN,ST8SIA3,PCDH17,TMEM196,PDX1,FOXP2,TENM3,MAPK10,C1ORF158,GABRA1,CADPS,GNAI1,LIG4,GDAP1,CACNB2,DIRAS2,SGCZ,RIMS2,FBXW7,RIMBP2,HMGCLL1,KIAA1804,SLCO1A2,ANKS1B,KCNB2,C1ORF168,GABRB3,PDZRN3,TMEM63C,PAPPA2,RALYL,PRKACB,FGF14,SLC5A1,SLC5A8,MAP9,SOX6,SIM1,RGS4,CERKL,SLC17A6,DGKB,SERPINI2,PCDH20,ABCC9,NR3C2,RTN1,RAB3C,NBEA,DACH1,ST6GALNAC5,FAM84A,SLC35F4,PCP4,PDK4	CADM1,ISL1,FLJ25770,SNAP91,CACNA1H,EML5,PCDHAC1,LRRTM3,CACNA2D1,KIAA0774,GPR27,FAM148A,SCGB2A1,MS4A8B,MMP16,GABRG2,ENAM,TMEM132D,KIAA1486,KCNMA1,FAM135B,FAM123C,ZNF223,TSHZ3,SULT4A1,TMEM61,HS6ST3,FOXC1,AGBL4,MYO3A,GAD2,SGCB,NMNAT3,OXGR1,BARX2,RNF150,RGS17,NEUROD1,D4S234E,ODZ3,DSCAM,C9ORF150,KIAA1383,SLC18A2,PRUNE2,SPATA7,STXBP5L,SYT14
MA0518.1.Stat4	130	73.0337	KIAA1257,ISL1,SPTB,SCG2,LURAP1L,GPM6A,SLC30A8,RORB,EML5,LIG4,NSG1,MAGI2,DCX,HMGCLL1,PGR,JAKMIP2,TSC22D1,CPE,KLHL1,CCDC158,CACNA2D1,ROR1,NKX6-1,BMP5,DZIP3,SCGB2A1,ROBO2,SYT4,RNF180,NRXN1,ZSCAN18,LSAMP,ELP4,GRIK2,NYAP2,ELAVL4,ACVR1C,TSPYL5,GABRG2,NBEA,SLC7A2,GRIA4,G6PC2,CNTN1,CNTN4,TMEM132B,KBTBD7,CHODL,LIMCH1,AMER3,ABHD10,MEIS2,IGSF11,MAP10,PVRL3,ZNF585B,PCLO,RASEF,MCTP2,FAM135A,TRPM3,SDK1,ZNF223,KCNK16,TTC8,UNC5D,PAX6,IAPP,C3ORF14,TMEM61,ST8SIA3,PCDH17,TMEM196,SLC18A2,FOXC1,FOXP2,AGBL4,TENM3,DACH1,MAPK10,C1ORF158,GABRA1,ST6GALNAC5,GAD2,GNAI1,FGF14,GDAP1,CACNB2,DIRAS2,SGCZ,NMNAT3,RNF150,RIMS2,FBXW7,RIMBP2,GLP1R,SLCO1A2,ANKS1B,NOL4,GABRB3,OXGR1,PDZRN3,TMEM63C,NEUROD1,PAPPA2,RALYL,PRKACB,CADM1,SLC5A1,SLC5A8,DSCAM,MAP9,SOX6,SIM1,RGS4,CERKL,SLC17A6,DGKB,SERPINI2,PCDH20,ABCC9,RTN1,RAB3C,PDX1,CADPS,FAM84A,SLC35F4,PCP4,MTUS2,PDK4	FLJ25770,SNAP91,MS4A8,KCNB2,PAM,CACNA1H,ADAMTS2,PCDHAC1,NECAB2,FAM19A4,LRRTM3,NEGR1,KIAA0774,GPR27,FAM148A,MS4A8B,MMP16,GRIA2,ENAM,TMEM132D,KL,ST18,KIAA1486,KCNMA1,FAM135B,FAM123C,TSHZ3,MEIS3,SULT4A1,NALCN,HS6ST3,C2CD4A,MYO3A,ATRNL1,SGCB,BARX2,KIAA1804,C1ORF168,RGS17,D4S234E,ODZ3,NR3C2,C9ORF150,KIAA1383,PRUNE2,SPATA7,STXBP5L,SYT14
UP00022_1_Zfp740_primary	130	73.0337	KIAA1257,ISL1,SPTB,MEIS2,SNAP91,SLC30A8,NOL4,PAM,CACNA1H,ADAMTS2,RORB,EML5,ATRNL1,NSG1,MAGI2,DCX,GLP1R,NECAB2,JAKMIP2,FAM19A4,SYT14,TSC22D1,FAM84A,NEGR1,KLHL1,CACNA2D1,ROR1,NKX6-1,DZIP3,ROBO2,SYT4,NRXN1,ZSCAN18,LSAMP,ELP4,NYAP2,ELAVL4,MMP16,ACVR1C,TSPYL5,GRIA2,GABRG2,SLC7A2,GRIA4,CNTN1,CNTN4,LIG4,TMEM132D,KL,ST18,TMEM132B,KBTBD7,CHODL,LIMCH1,AMER3,ABHD10,KCNMA1,IGSF11,MAP10,PVRL3,PCLO,RASEF,MCTP2,FAM135A,FAM135B,TRPM3,SDK1,ZNF223,KCNK16,TSHZ3,TTC8,UNC5D,PAX6,SULT4A1,TMEM61,NALCN,ST8SIA3,PCDH17,TMEM196,HS6ST3,SLC18A2,FOXC1,FOXP2,AGBL4,MYO3A,DACH1,MAPK10,C1ORF158,GABRA1,ST6GALNAC5,GAD2,GNAI1,FGF14,CACNB2,SGCB,NMNAT3,OXGR1,RIMS2,FBXW7,HMGCLL1,BARX2,KIAA1804,SLCO1A2,ANKS1B,KCNB2,GABRB3,PDZRN3,RGS17,TMEM63C,NEUROD1,PAPPA2,RALYL,PRKACB,CADM1,SLC5A1,DSCAM,SOX6,MEIS3,RGS4,PGR,PCDH20,NR3C2,RTN1,RAB3C,NBEA,CADPS,SLC35F4,PRUNE2,PDK4,STXBP5L	CPE,FLJ25770,LURAP1L,GPM6A,MS4A8,PCDHAC1,LRRTM3,MTUS2,CCDC158,KIAA0774,GPR27,BMP5,FAM148A,SCGB2A1,RNF180,MS4A8B,DIRAS2,ENAM,KIAA1486,ZNF585B,FAM123C,IAPP,C3ORF14,PDX1,C2CD4A,SCG2,TENM3,GDAP1,SGCZ,RIMBP2,C1ORF168,RNF150,SLC17A6,D4S234E,ODZ3,SLC5A8,MAP9,SIM1,G6PC2,CERKL,GRIK2,DGKB,SERPINI2,ABCC9,C9ORF150,KIAA1383,PCP4,SPATA7
MA0092.1.Hand1::Tcfe2a	129	72.4719	KIAA1257,ISL1,SPTB,CPE,SNAP91,LURAP1L,GPM6A,SLC30A8,MS4A8,GABRB3,RORB,LIG4,NSG1,MAGI2,DCX,HMGCLL1,JAKMIP2,FAM19A4,TSC22D1,FAM84A,CACNA2D1,ROR1,BMP5,SCGB2A1,ROBO2,RNF180,NRXN1,ZSCAN18,LSAMP,PAPPA2,NYAP2,ELAVL4,MMP16,ACVR1C,TSPYL5,GABRG2,SLC7A2,GRIA4,G6PC2,CNTN1,CNTN4,TMEM132D,ST18,TMEM132B,CHODL,LIMCH1,AMER3,ABHD10,MEIS2,IGSF11,MAP10,PVRL3,ZNF585B,PCLO,RASEF,MCTP2,FAM135A,FAM135B,TRPM3,SDK1,ZNF223,KCNK16,C2CD4A,TTC8,PAX6,C3ORF14,SULT4A1,ST8SIA3,PCDH17,TMEM196,PDX1,FOXC1,FOXP2,AGBL4,MYO3A,TENM3,DACH1,MAPK10,C1ORF158,GABRA1,GAD2,GNAI1,FGF14,GDAP1,CACNB2,DIRAS2,SGCZ,NMNAT3,RNF150,RIMS2,FBXW7,RIMBP2,GLP1R,BARX2,KIAA1804,SLCO1A2,ANKS1B,NOL4,C1ORF168,ENAM,OXGR1,PDZRN3,RGS17,TMEM63C,GRIK2,RALYL,PRKACB,CADM1,SLC5A1,SLC5A8,DSCAM,MAP9,SOX6,SIM1,MEIS3,RGS4,CERKL,PGR,PCDH20,NR3C2,RTN1,RAB3C,NBEA,CADPS,SLC35F4,PCP4,PDK4,SPATA7,STXBP5L	FLJ25770,KCNB2,PAM,CACNA1H,ADAMTS2,EML5,PCDHAC1,NECAB2,LRRTM3,NEGR1,MTUS2,KLHL1,CCDC158,KIAA0774,GPR27,NKX6-1,FAM148A,SYT4,MS4A8B,ELP4,GRIA2,KL,KBTBD7,KIAA1486,KCNMA1,FAM123C,TSHZ3,IAPP,UNC5D,TMEM61,NALCN,HS6ST3,SCG2,ATRNL1,SGCB,NEUROD1,SLC17A6,D4S234E,ODZ3,DGKB,SERPINI2,ABCC9,C9ORF150,ST6GALNAC5,KIAA1383,SLC18A2,PRUNE2,DZIP3,SYT14
MA0136.1.ELF5	129	72.4719	KIAA1257,ISL1,SPTB,SCG2,LURAP1L,GPM6A,SLC30A8,MS4A8,PAM,CACNA1H,GABRB3,NALCN,RORB,LIG4,NSG1,MAGI2,DCX,GLP1R,FAM19A4,TSC22D1,CPE,NEGR1,KLHL1,CCDC158,ROR1,NKX6-1,BMP5,DZIP3,SCGB2A1,ROBO2,SYT4,ZSCAN18,LSAMP,ELP4,SLC17A6,NYAP2,ELAVL4,MMP16,GRIA2,SLC7A2,GRIA4,G6PC2,CNTN1,CNTN4,ST18,CHODL,LIMCH1,AMER3,ABHD10,MEIS2,IGSF11,MAP10,PVRL3,ZNF585B,PCLO,SYT14,MCTP2,FAM135A,FAM135B,TRPM3,SDK1,ZNF223,TSHZ3,C2CD4A,TTC8,UNC5D,PAX6,IAPP,C3ORF14,ST8SIA3,PCDH17,TMEM196,HS6ST3,FOXP2,MYO3A,TENM3,DACH1,MAPK10,C1ORF158,GABRA1,GAD2,GNAI1,FGF14,GDAP1,CACNB2,SGCZ,NMNAT3,RNF150,RIMS2,FBXW7,RIMBP2,HMGCLL1,BARX2,KIAA1804,SLCO1A2,ANKS1B,NOL4,ENAM,OXGR1,PDZRN3,RGS17,NEUROD1,PAPPA2,RALYL,PRKACB,CADM1,SLC5A1,SLC5A8,DSCAM,MAP9,SOX6,MEIS3,RGS4,CERKL,DGKB,SERPINI2,PCDH20,ABCC9,NR3C2,RTN1,RAB3C,NBEA,CADPS,SLC35F4,PCP4,MTUS2,PRUNE2,PDK4,SPATA7	FLJ25770,SNAP91,KCNB2,ADAMTS2,EML5,PCDHAC1,PGR,NECAB2,JAKMIP2,LRRTM3,FAM84A,CACNA2D1,KIAA0774,GPR27,FAM148A,RNF180,NRXN1,MS4A8B,ACVR1C,DIRAS2,GABRG2,TMEM132D,KL,TMEM132B,KBTBD7,KIAA1486,KCNMA1,RASEF,FAM123C,TSPYL5,KCNK16,SULT4A1,TMEM61,PDX1,FOXC1,AGBL4,ATRNL1,SGCB,C1ORF168,TMEM63C,D4S234E,ODZ3,SIM1,GRIK2,C9ORF150,ST6GALNAC5,KIAA1383,SLC18A2,STXBP5L
MA0145.2.Tcfcp2l1	128	71.9101	C2CD4A,ISL1,SPTB,SCG2,MEIS2,SNAP91,LURAP1L,GPM6A,SLC30A8,MS4A8,NOL4,CACNA1H,NALCN,RORB,EML5,ATRNL1,NSG1,MAGI2,DCX,HMGCLL1,NECAB2,FAM19A4,SYT14,TSC22D1,CPE,CACNA2D1,ROR1,NKX6-1,DZIP3,ROBO2,RNF180,NRXN1,ZSCAN18,LSAMP,ELP4,NYAP2,ELAVL4,MMP16,ACVR1C,TSPYL5,GABRG2,NBEA,SLC7A2,GRIA4,CNTN1,CNTN4,TMEM132D,ST18,TMEM132B,KBTBD7,LIMCH1,AMER3,ABHD10,KCNMA1,IGSF11,MAP10,PVRL3,ZNF585B,PCLO,RASEF,MCTP2,FAM135A,TRPM3,SDK1,ZNF223,KCNK16,TSHZ3,TTC8,PAX6,C3ORF14,SULT4A1,TMEM61,TMEM196,HS6ST3,SLC18A2,FOXC1,FOXP2,AGBL4,MYO3A,MAPK10,C1ORF158,GABRA1,CADPS,GAD2,GNAI1,LIG4,CACNB2,DIRAS2,SGCB,SGCZ,NMNAT3,OXGR1,RIMS2,FBXW7,BARX2,KIAA1804,SLCO1A2,ANKS1B,KCNB2,C1ORF168,GABRB3,PDZRN3,RGS17,TMEM63C,NEUROD1,PAPPA2,KL,PRKACB,FGF14,SLC5A1,DSCAM,SIM1,MEIS3,RGS4,CERKL,PGR,NR3C2,RTN1,RAB3C,PDX1,ST6GALNAC5,FAM84A,PCP4,MTUS2,PRUNE2,PDK4,SPATA7,STXBP5L	CADM1,KIAA1257,FLJ25770,PAM,ADAMTS2,PCDHAC1,GLP1R,JAKMIP2,LRRTM3,NEGR1,KLHL1,CCDC158,KIAA0774,GPR27,BMP5,FAM148A,SCGB2A1,SYT4,MS4A8B,GRIA2,ENAM,KIAA1486,CHODL,FAM135B,FAM123C,IAPP,UNC5D,ST8SIA3,PCDH17,TENM3,GDAP1,RIMBP2,RNF150,SLC17A6,RALYL,D4S234E,ODZ3,SLC5A8,MAP9,SOX6,G6PC2,GRIK2,DGKB,SERPINI2,PCDH20,ABCC9,C9ORF150,DACH1,KIAA1383,SLC35F4
MA0156.1.FEV	128	71.9101	C2CD4A,ISL1,SCG2,SNAP91,LURAP1L,GPM6A,SLC30A8,PAM,CACNA1H,GABRB3,RORB,LIG4,NSG1,MAGI2,DCX,GLP1R,JAKMIP2,FAM19A4,TSC22D1,CPE,CCDC158,CACNA2D1,ROR1,NKX6-1,BMP5,DZIP3,ROBO2,SYT4,NRXN1,ZSCAN18,LSAMP,ELP4,GRIK2,NYAP2,ELAVL4,ACVR1C,DIRAS2,GRIA2,GABRG2,SLC7A2,GRIA4,G6PC2,CNTN1,CNTN4,KL,ST18,CHODL,LIMCH1,AMER3,ABHD10,MEIS2,IGSF11,MAP10,PVRL3,ZNF585B,PCLO,SYT14,MCTP2,SDK1,ZNF223,KCNK16,TSHZ3,TTC8,UNC5D,PAX6,IAPP,C3ORF14,ST8SIA3,PCDH17,TMEM196,HS6ST3,SLC18A2,FOXC1,FOXP2,AGBL4,MYO3A,TENM3,DACH1,MAPK10,C1ORF158,GABRA1,ST6GALNAC5,GNAI1,GDAP1,CACNB2,SGCZ,NMNAT3,RNF150,RIMS2,FBXW7,RIMBP2,BARX2,KIAA1804,SLCO1A2,ANKS1B,NOL4,ENAM,OXGR1,PDZRN3,RGS17,TMEM63C,NEUROD1,PAPPA2,RALYL,PRKACB,CADM1,SLC5A1,SLC5A8,DSCAM,MAP9,SOX6,SIM1,MEIS3,RGS4,CERKL,PGR,SERPINI2,PCDH20,NR3C2,RTN1,RAB3C,NBEA,CADPS,FAM84A,PCP4,MTUS2,ABCC9,SPATA7	KIAA1257,SPTB,FLJ25770,MS4A8,KCNB2,ADAMTS2,EML5,PCDHAC1,NECAB2,LRRTM3,NEGR1,KLHL1,KIAA0774,GPR27,FAM148A,SCGB2A1,RNF180,MS4A8B,MMP16,TMEM132D,TMEM132B,KBTBD7,KIAA1486,KCNMA1,RASEF,FAM135A,FAM135B,TRPM3,FAM123C,TSPYL5,SULT4A1,TMEM61,NALCN,PDX1,GAD2,ATRNL1,SGCB,HMGCLL1,C1ORF168,SLC17A6,FGF14,D4S234E,ODZ3,DGKB,C9ORF150,KIAA1383,SLC35F4,PRUNE2,PDK4,STXBP5L
MA0484.1.HNF4G	128	71.9101	KIAA1257,SPTB,SCG2,SNAP91,LURAP1L,GPM6A,SLC30A8,MS4A8,PAM,GABRB3,RORB,EML5,LIG4,NSG1,DCX,GLP1R,JAKMIP2,SYT14,TSC22D1,FAM84A,KLHL1,CCDC158,NKX6-1,BMP5,DZIP3,SCGB2A1,ROBO2,SYT4,RNF180,NRXN1,ZSCAN18,LSAMP,ELP4,SLC17A6,NYAP2,ELAVL4,MMP16,ACVR1C,TSPYL5,GRIA2,GABRG2,SLC7A2,GRIA4,G6PC2,CNTN1,CNTN4,ST18,TMEM132B,KBTBD7,CHODL,LIMCH1,AMER3,MEIS3,MEIS2,IGSF11,MAP10,NBEA,ZNF585B,RASEF,MCTP2,FAM135A,TRPM3,SDK1,ZNF223,KCNK16,TSHZ3,TTC8,UNC5D,PAX6,IAPP,C3ORF14,SULT4A1,TMEM61,ST8SIA3,TMEM196,SLC18A2,FOXC1,FOXP2,AGBL4,MYO3A,TENM3,MAPK10,C1ORF158,GABRA1,CADPS,GAD2,GNAI1,CACNB2,SGCB,NMNAT3,RNF150,RIMS2,FBXW7,RIMBP2,HMGCLL1,SLCO1A2,ANKS1B,NOL4,C1ORF168,ENAM,OXGR1,PDZRN3,RGS17,TMEM63C,NEUROD1,PAPPA2,RALYL,PRKACB,CADM1,SLC5A1,SLC5A8,MAP9,SOX6,SIM1,RGS4,CERKL,PGR,SERPINI2,PCDH20,RTN1,RAB3C,DACH1,ST6GALNAC5,PCP4,MTUS2,PRUNE2,PDK4,STXBP5L	ISL1,CPE,FLJ25770,KCNB2,CACNA1H,ADAMTS2,PVRL3,PCDHAC1,MAGI2,NECAB2,FAM19A4,LRRTM3,NEGR1,CACNA2D1,KIAA0774,GPR27,ROR1,FAM148A,MS4A8B,DIRAS2,TMEM132D,KL,KIAA1486,ABHD10,KCNMA1,PCLO,FAM135B,FAM123C,NALCN,PCDH17,HS6ST3,PDX1,C2CD4A,ATRNL1,GDAP1,SGCZ,BARX2,KIAA1804,FGF14,D4S234E,ODZ3,DSCAM,GRIK2,DGKB,ABCC9,NR3C2,C9ORF150,KIAA1383,SLC35F4,SPATA7
